,property_type,society,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,sector,Study Room,Servant Room,Pooja Room,Others,Store Room,possession_category,furnishingType,super_builtup_area,builtup_area,carpet_area,luxury_score,area_to_bedroom_ratio
1534,flat,ROF Ananda,0.38,5900.621118012423,644.0,Carpet area: 644.12 (59.84 sq.m.),3.0,2.0,1,2.0,South-East,sector 95,0.0,0.0,1.0,0.0,0.0,relatively new,1.0,,,644.111776,90.0,214.66666666666666
1535,flat,ROF Ananda,0.32,5828.779599271403,549.0,Carpet area: 549.16 (51.02 sq.m.),2.0,2.0,1,9.0,North,sector 95,0.0,0.0,1.0,0.0,0.0,relatively new,1.0,,,549.174178,95.0,274.5
1536,flat,ROF Ananda,0.315,5737.704918032787,549.0,Carpet area: 549.16 (51.02 sq.m.),2.0,2.0,1,10.0,North,sector 95,0.0,0.0,1.0,0.0,0.0,relatively new,1.0,,,549.174178,74.0,274.5
1546,flat,Suncity Avenue 1023.9,0.475,8928.57142857143,532.0,Super Built up area 632(58.71 sq.m.)Carpet area: 532 sq.ft. (49.42 sq.m.),2.0,2.0,1,5.0,South-East,sector 102,0.0,0.0,0.0,0.0,1.0,relatively new,0.0,632.0,,532.0,198.0,266.0
1574,flat,Suncity Avenue 1023.9,0.48,9022.556390977445,532.0,Super Built up area 632(58.71 sq.m.)Carpet area: 532 sq.ft. (49.42 sq.m.),2.0,2.0,1,5.0,North-East,sector 102,0.0,0.0,0.0,0.0,1.0,relatively new,0.0,632.0,,532.0,222.0,266.0
1590,flat,Pyramid Urban Homes 2,0.43,8582.834331337326,501.0,Carpet area: 501 (46.54 sq.m.),2.0,2.0,1,6.0,North-East,sector 86,1.0,0.0,0.0,0.0,0.0,new,0.0,,,500.951906,108.0,250.5
1601,flat,Pyramid Urban Homes 2,0.43,8582.834331337326,501.0,Carpet area: 501 (46.54 sq.m.),2.0,2.0,1,6.0,North-East,sector 86,0.0,0.0,0.0,1.0,0.0,new,0.0,,,500.951906,85.0,250.5
1613,flat,Pyramid Urban Homes 2,0.425,8483.033932135728,501.0,Carpet area: 501 (46.54 sq.m.),2.0,2.0,1,2.0,North-East,sector 86,1.0,1.0,1.0,1.0,0.0,new,0.0,,,500.951906,100.0,250.5
1719,flat,Signature Global Orchard Avenue3.6,0.365,6709.558823529412,544.0,Carpet area: 543.53 (50.5 sq.m.),2.0,2.0,2,6.0,North,sector 93,,,,,,relatively new,0.0,,,543.57695,46.0,272.0
1761,flat,Pyramid Urban,0.62,11854.6845124283,523.0,Carpet area: 523 (48.59 sq.m.),2.0,2.0,2,2.0,South,sector 67a,,,,,,relatively new,0.0,,,523.017901,113.0,261.5
1762,flat,Pyramid Urban,0.55,10516.25239005736,523.0,Carpet area: 523 (48.59 sq.m.),2.0,2.0,2,3.0,South-West,sector 67a,,,,,,relatively new,0.0,,,523.017901,113.0,261.5
1771,flat,Signature Global Solera3.7,0.36,6569.343065693431,548.0,Super Built up area 548(50.91 sq.m.),2.0,2.0,1,9.0,South,sector 107,,,,,,relatively new,0.0,548.0,,,35.0,274.0
1772,flat,Signature Global Solera3.7,0.37,6751.824817518248,548.0,Super Built up area 548(50.91 sq.m.),2.0,2.0,1,10.0,South,sector 107,,,,,,relatively new,0.0,548.0,,,102.0,274.0
1819,flat,GLS Avenue 51,0.39,6074.7663551401865,642.0,Carpet area: 641.74 (59.62 sq.m.),3.0,3.0,3+,6.0,North,sector 92,,,,,,relatively new,0.0,,,641.743718,134.0,214.0
1884,flat,Pivotal Devaan,0.37,6346.483704974271,583.0,Super Built up area 583(54.16 sq.m.)Carpet area: 483 sq.ft. (44.87 sq.m.),2.0,2.0,1,5.0,North-West,sector 84,,,,,,relatively new,0.0,583.0,,483.0,103.0,291.5
2007,flat,Signature Global Solera3.7,0.3,6134.969325153375,489.0,Super Built up area 602(55.93 sq.m.)Carpet area: 489 sq.ft. (45.43 sq.m.),2.0,2.0,1,5.0,East,sector 107,,,,,,relatively new,0.0,602.0,,489.0,64.0,244.5
2079,flat,Ansal API Sushant Estate4.1,0.29,11600.0,250.0,Carpet area: 250 (23.23 sq.m.),1.0,1.0,0,,,sector 52,,,,,,moderately old,1.0,,,250.045397,56.0,250.0
2082,flat,GLS Avenue 51,0.5,7812.5,640.0,Super Built up area 640(59.46 sq.m.),3.0,3.0,1,,,sector 92,,,,,,relatively new,0.0,640.0,,,0.0,213.33333333333334
2087,flat,GLS Avenue 51,0.42,6562.5,640.0,Carpet area: 640 (59.46 sq.m.),3.0,3.0,1,2.0,,sector 92,,,,,,relatively new,0.0,,,640.021494,27.0,213.33333333333334
2092,flat,Signature Global City,0.68,11724.137931034484,580.0,Carpet area: 580 (53.88 sq.m.),2.0,2.0,3,9.0,,sector 37d,0.0,0.0,0.0,1.0,0.0,new,0.0,,,579.958932,79.0,290.0
2097,flat,ROF Aalayas3.8,0.45,8411.214953271028,535.0,Super Built up area 597(55.46 sq.m.)Carpet area: 535.4 sq.ft. (49.74 sq.m.),2.0,2.0,1,14.0,North,sector 102,,,,,,relatively new,2.0,597.0,,535.4,70.0,267.5
2113,flat,GLS Avenue 51,0.5,7812.5,640.0,Carpet area: 640 (59.46 sq.m.),3.0,3.0,1,12.0,,sector 92,,,,,,new,2.0,,,640.021494,133.0,213.33333333333334
2127,flat,Signature Global The Millennia 3,0.5,7142.857142857143,700.0,Carpet area: 700 (65.03 sq.m.),3.0,3.0,2,2.0,,sector 37d,,,,,,new,0.0,,,699.976417,38.0,233.33333333333334
2135,flat,Laxmi pareena,0.3,6666.666666666667,450.0,Carpet area: 450 (41.81 sq.m.),2.0,1.0,0,12.0,North,sector 99a,,,,,,,0.0,,,450.038659,0.0,225.0
2156,flat,Pareena Laxmi Apartments3.6,0.31,5904.761904761905,525.0,Carpet area: 525 (48.77 sq.m.),2.0,2.0,2,6.0,East,sector 99a,,,,,,new,0.0,,,524.955403,105.0,262.5
2166,flat,Signature The Roselia3.6,0.415,7293.497363796134,569.0,Built Up area: 670 (62.25 sq.m.)Carpet area: 569 sq.ft. (52.86 sq.m.),2.0,2.0,2,12.0,South,sector 95,,,,,,new,1.0,,670.052775,569.0,124.0,284.5
2172,flat,Tulip Lemon3.9,0.6,11406.84410646388,526.0,Carpet area: 526 (48.87 sq.m.),2.0,1.0,1,11.0,,sector 69,,,,,,,0.0,,,526.031793,0.0,263.0
2181,flat,RWA,0.48,6000.0,800.0,Carpet area: 800 (74.32 sq.m.),3.0,2.0,1,1.0,North-East,sector 7,,,,,,new,0.0,,,799.973048,28.0,266.6666666666667
2291,flat,Pivotal Devaan,0.35,7246.376811594203,483.0,Carpet area: 483 (44.87 sq.m.),2.0,2.0,2,4.0,East,sector 84,,,,,,relatively new,0.0,,,482.976193,44.0,241.5
2351,flat,Signature Global Park 4,0.85,11333.333333333334,750.0,Carpet area: 750 (69.68 sq.m.),3.0,2.0,3,1.0,,sector 36,,,,,,new,0.0,,,750.028552,40.0,250.0
2374,flat,ROF Ananda,0.55,8527.131782945737,645.0,Super Built up area 1000(92.9 sq.m.)Carpet area: 645 sq.ft. (59.92 sq.m.),3.0,2.0,2,14.0,East,sector 95,1.0,0.0,0.0,0.0,0.0,new,1.0,1000.0,,645.0,88.0,215.0
2418,flat,Signature Global Solera3.7,0.6,8000.0,750.0,Built Up area: 750 (69.68 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),3.0,2.0,2,8.0,,sector 107,,,,,,,0.0,,750.028552,650.0,0.0,250.0
