,property_type,society,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,sector,Study Room,Servant Room,Pooja Room,Others,Store Room,possession_category,furnishingType,super_builtup_area,builtup_area,carpet_area,luxury_score
0,house,Bptp Visionnaire,5.25,20114.94252873563,2610.0,Plot area 290(242.48 sq.m.),5.0,4.0,3+,3.0,North-East,sector 70a,0.0,1.0,0.0,0.0,0.0,new,1.0,,2610.0,,58.0
2,house,Emaar MGF Marbella,12.0,37037.03703703704,3240.0,Plot area 360(301.01 sq.m.),5.0,5.0,3+,3.0,East,sector 66,0.0,1.0,1.0,0.0,1.0,new,1.0,,3240.0,,135.0
3,house,,2.1,2592.5925925925926,8100.0,Plot area 100(83.61 sq.m.),7.0,7.0,3+,3.0,North-East,sector 38,1.0,0.0,1.0,0.0,1.0,relatively new,0.0,,8100.0,,27.0
4,house,,3.4,12937.595129375952,2628.0,Plot area 292(244.15 sq.m.),9.0,9.0,3,3.0,West,sector 9,,,,,,moderately old,1.0,,2628.0,,70.0
5,house,Emaar MGF Marbella,12.0,38095.23809523809,3150.0,Plot area 350(292.64 sq.m.),5.0,6.0,3+,3.0,North-East,sector 66,0.0,1.0,0.0,0.0,1.0,relatively new,1.0,,3150.0,,184.0
6,house,,8.4,25925.925925925927,3240.0,Plot area 360(301.01 sq.m.),4.0,4.0,3,2.0,,sector 48,0.0,1.0,1.0,0.0,0.0,old,1.0,,3240.0,,22.0
7,house,Vipul Tatvam Villa,8.5,26234.567901234568,3240.0,Plot area 360(301.01 sq.m.),4.0,4.0,2,,East,sector 48,0.0,1.0,1.0,0.0,1.0,moderately old,0.0,,3240.0,,103.0
8,house,Grover Homes Sec 4,4.75,9374.38326425893,5067.0,Plot area 563(470.74 sq.m.),5.0,5.0,1,1.0,South-East,sector 4,1.0,1.0,1.0,0.0,0.0,old,1.0,,5067.0,,44.0
9,house,,3.5,13409.961685823755,2610.0,Plot area 290(242.48 sq.m.),9.0,9.0,3+,3.0,North-East,sector 9,1.0,0.0,0.0,0.0,0.0,relatively new,0.0,,2610.0,,32.0
10,house,,5.0,21123.785382340517,2367.0,Plot area 263(219.9 sq.m.),9.0,9.0,3+,3.0,North-West,sector 40,0.0,1.0,0.0,0.0,1.0,moderately old,1.0,,2367.0,,92.0
11,house,Ansal API Esencia3.7 ★,5.46,24169.986719787517,2259.0,Plot area 251(209.87 sq.m.),4.0,5.0,3+,2.0,East,sector 67,1.0,0.0,1.0,0.0,1.0,relatively new,1.0,,2259.0,,128.0
12,house,,10.0,13583.265417006249,7362.0,Plot area 900(83.61 sq.m.),4.0,4.0,3+,1.0,North-East,sector 1,0.0,1.0,0.0,0.0,0.0,,0.0,,8100.0,,19.0
13,house,,1.95,13541.666666666666,1440.0,Plot area 160(133.78 sq.m.),2.0,2.0,2,2.0,,sector 7,,,,,,old,0.0,,1440.0,,0.0
14,house,,7.2,22222.222222222223,3240.0,Plot area 359(300.17 sq.m.),3.0,3.0,2,1.0,North,sector 15,0.0,0.0,0.0,0.0,1.0,old,0.0,,3231.0,,76.0
15,house,Suncity Essel Towers4.2 ★,6.0,22222.222222222223,2700.0,Plot area 300(250.84 sq.m.),4.0,4.0,3+,3.0,East,sector 28,1.0,0.0,0.0,0.0,0.0,old,1.0,,2700.0,,104.0
19,house,Bptp Visionnaire,5.4,20689.655172413793,2610.0,Plot area 290(242.48 sq.m.),4.0,5.0,3+,3.0,North,sector 70a,1.0,1.0,1.0,0.0,1.0,relatively new,1.0,,2610.0,,167.0
20,house,Experion Windchants3.8 ★,7.99,12519.586336571607,6382.0,Built Up area: 6382 (592.91 sq.m.),4.0,6.0,3,2.0,South-East,sector 112,0.0,1.0,1.0,0.0,1.0,new,1.0,,6382.023948999999,,167.0
21,house,Vipul Tatvam Villa,7.25,27970.679012345678,2592.0,Plot area 288(240.8 sq.m.),3.0,4.0,2,2.0,South,sector 48,1.0,1.0,1.0,0.0,1.0,moderately old,1.0,,2592.0,,153.0
22,house,Vipul Tatvam Villa,8.4,21000.0,4000.0,Plot area 4000(371.61 sq.m.),4.0,5.0,3+,2.0,North,sector 48,1.0,1.0,1.0,0.0,0.0,moderately old,1.0,,4000.0,,49.0
23,house,,3.55,24499.65493443754,1449.0,Plot area 161(134.62 sq.m.),4.0,4.0,3+,2.0,,sector 55,,,,,,old,1.0,,1449.0,,27.0
24,house,DLF New Town Heights3.7 ★,2.5,7058.159232072276,3542.0,Plot area 3400(315.87 sq.m.),4.0,4.0,3+,3.0,East,sector 91,1.0,1.0,1.0,0.0,1.0,moderately old,1.0,,3400.0,,104.0
25,house,DLF New Town Heights 24.0 ★,2.5,7058.159232072276,3542.0,Plot area 3400(315.87 sq.m.),4.0,4.0,3+,3.0,East,sector 86,1.0,1.0,1.0,0.0,1.0,moderately old,1.0,,3400.0,,182.0
26,house,Puri Diplomatic Greens4.0 ★,9.0,11250.0,8000.0,Built Up area: 8000 (743.22 sq.m.),5.0,5.0,3+,3.0,North-East,sector 111,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,,7999.945758,,143.0
27,house,,2.1,2592.5925925925926,8100.0,Plot area 900(83.61 sq.m.),3.0,3.0,2,3.0,North,sector 40,0.0,0.0,0.0,1.0,0.0,moderately old,1.0,,8100.0,,44.0
28,house,,4.5,20000.0,2250.0,Carpet area: 2500 (232.26 sq.m.),5.0,5.0,1,1.0,,sector 14,,,,,,relatively new,0.0,,,2500.023414,0.0
30,house,,5.0,16244.314489928525,3078.0,Plot area 342(285.96 sq.m.),4.0,4.0,2,2.0,East,sector 23,,,,,,old,1.0,,3078.0,,7.0
31,house,International City by Sobha Phase 1,5.5,21602.513747054203,2546.0,Plot area 270(225.75 sq.m.),4.0,4.0,3+,2.0,North-East,sector 109,0.0,1.0,0.0,0.0,0.0,new,0.0,,2430.0,,67.0
32,house,International City by SOBHA Phase 2,5.65,10462.962962962964,5400.0,Plot area 600(501.68 sq.m.),4.0,4.0,3+,2.0,North-East,sector 109,0.0,1.0,0.0,1.0,0.0,new,1.0,,5400.0,,53.0
33,house,Emaar MGF Marbella,8.8,41607.565011820334,2115.0,Built Up area: 267 (223.25 sq.m.),4.0,4.0,3+,3.0,South-East,sector 66,0.0,1.0,1.0,0.0,1.0,relatively new,0.0,,2403.040675,,129.0
34,house,,3.25,14444.444444444445,2250.0,Plot area 250(209.03 sq.m.),3.0,3.0,2,2.0,South-East,sector 4,,,,,,old,0.0,,2250.0,,27.0
35,house,,5.0,10101.0101010101,4950.0,Plot area 550(459.87 sq.m.),3.0,3.0,2,1.0,North-East,sector 4,,,,,,old,0.0,,4950.0,,22.0
36,house,Vipul Tatvam Villa,19.5,22222.222222222223,8775.0,Plot area 975(815.22 sq.m.),5.0,6.0,3,2.0,North,sector 48,1.0,1.0,1.0,0.0,1.0,moderately old,1.0,,8775.0,,148.0
37,house,,7.5,23148.14814814815,3240.0,Plot area 360(301.01 sq.m.),5.0,5.0,3+,2.0,East,sector 82,0.0,1.0,1.0,0.0,0.0,relatively new,1.0,,3240.0,,160.0
38,house,International City by Sobha Phase 1,5.75,16428.571428571428,3500.0,Plot area 272(25.27 sq.m.)Built Up area: 4800 sq.ft. (445.93 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4.0,4.0,2,3.0,South-East,sector 109,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,,272.0,3500.0,170.0
39,house,International City by Sobha Phase 1,5.7,10555.555555555555,5400.0,Plot area 600(501.68 sq.m.),4.0,5.0,3+,3.0,East,sector 109,1.0,1.0,1.0,0.0,1.0,relatively new,1.0,,5400.0,,207.0
40,house,,3.2,13519.22264469793,2367.0,Plot area 263(219.9 sq.m.),3.0,3.0,2,1.0,East,sector 9,,,,,,old,1.0,,2367.0,,36.0
42,house,Vipul Tatvam Villa,7.69,24068.85758998435,3195.0,Plot area 355(296.83 sq.m.),4.0,5.0,3,2.0,North-West,sector 48,1.0,1.0,1.0,0.0,1.0,moderately old,1.0,,3195.0,,148.0
43,house,,7.0,21604.938271604937,3240.0,Plot area 360(301.01 sq.m.),4.0,4.0,3+,1.0,North-East,sector 82,1.0,1.0,1.0,0.0,0.0,relatively new,1.0,,3240.0,,58.0
44,house,,3.85,14649.923896499238,2628.0,Plot area 292(244.15 sq.m.),4.0,4.0,3,3.0,North-West,sector 7,,,,,,old,0.0,,2628.0,,27.0
45,house,,2.0,13888.888888888889,1440.0,Plot area 160(133.78 sq.m.),2.0,2.0,2,2.0,North-West,sector 7,,,,,,old,0.0,,1440.0,,22.0
46,house,,3.1,13777.777777777777,2250.0,Plot area 250(209.03 sq.m.),3.0,3.0,2,2.0,North-West,sector 7,,,,,,old,0.0,,2250.0,,22.0
47,house,,2.25,15625.0,1440.0,Plot area 160(133.78 sq.m.),3.0,3.0,2,2.0,North-West,sector 7,,,,,,old,1.0,,1440.0,,27.0
48,house,Vipul Tatvam Villa,8.5,21250.0,4000.0,Plot area 4000(371.61 sq.m.),4.0,5.0,3+,2.0,North,sector 48,1.0,1.0,1.0,1.0,0.0,moderately old,1.0,,4000.0,,58.0
49,house,Emaar MGF Marbella,8.7,38666.666666666664,2250.0,Plot area 250(209.03 sq.m.)Built Up area: 267 sq.yards (223.25 sq.m.),4.0,5.0,2,3.0,East,sector 66,1.0,1.0,0.0,0.0,0.0,new,0.0,,2250.0,,191.0
50,house,International City by SOBHA Phase 2,12.5,26669.511414550885,4687.0,Plot area 500(418.06 sq.m.),5.0,6.0,3,3.0,East,sector 109,1.0,1.0,1.0,0.0,1.0,relatively new,0.0,,4500.0,,79.0
51,house,International City by SOBHA Phase 2,6.8,12592.592592592593,5400.0,Plot area 600(501.68 sq.m.),4.0,5.0,3,2.0,North-West,sector 109,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,,5400.0,,58.0
52,house,International City by SOBHA Phase 2,9.5,26388.88888888889,3600.0,Plot area 400(334.45 sq.m.),7.0,6.0,3,3.0,West,sector 109,1.0,1.0,1.0,0.0,0.0,relatively new,0.0,,3600.0,,178.0
53,house,International City by SOBHA Phase 2,7.0,12962.962962962964,5400.0,Plot area 600(501.68 sq.m.),5.0,6.0,2,2.0,West,sector 109,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,,5400.0,,178.0
54,house,International City by SOBHA Phase 2,6.2,25514.40329218107,2430.0,Plot area 270(225.75 sq.m.),5.0,5.0,2,2.0,South-West,sector 109,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,,2430.0,,175.0
55,house,huda sector-56 gurgaon,3.6,24844.72049689441,1449.0,Plot area 161(134.62 sq.m.),5.0,5.0,3+,3.0,North-East,sector 56,0.0,0.0,0.0,1.0,0.0,moderately old,0.0,,1449.0,,63.0
56,house,International City by Sobha Phase 1,5.9,24279.8353909465,2430.0,Plot area 270(225.75 sq.m.),4.0,5.0,2,2.0,East,sector 109,0.0,1.0,0.0,0.0,0.0,relatively new,1.0,,2430.0,,129.0
57,house,International City by Sobha Phase 1,5.85,26422.764227642278,2214.0,Plot area 246(205.69 sq.m.),4.0,5.0,3+,2.0,East,sector 109,0.0,1.0,0.0,0.0,0.0,relatively new,1.0,,2214.0,,100.0
58,house,Bptp Visionnaire,4.0,6665.555740709881,6001.0,Plot area 6000(557.42 sq.m.),4.0,4.0,3+,2.0,North-East,sector 70a,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,,6000.0,,201.0
59,house,Bptp Visionnaire,5.35,8916.666666666666,6000.0,Built Up area: 6000 (557.42 sq.m.),4.0,4.0,3+,3.0,North,sector 70a,1.0,1.0,1.0,0.0,1.0,relatively new,1.0,,6000.013137999999,,191.0
60,house,International City by Sobha Phase 1,6.3,9000.0,7000.0,Built Up area: 7000 (650.32 sq.m.)Carpet area: 4500 sq.ft. (418.06 sq.m.),4.0,5.0,3+,2.0,West,sector 109,,,,,,relatively new,1.0,,6999.979448,4500.0,144.0
61,house,International City by Sobha Phase 1,12.0,20000.0,6000.0,Plot area 8000(743.22 sq.m.)Built Up area: 7000 sq.ft. (650.32 sq.m.)Carpet area: 6000 sq.ft. (557.42 sq.m.),5.0,6.0,3,2.0,North-East,sector 109,1.0,1.0,0.0,0.0,0.0,relatively new,1.0,,8000.0,6000.0,187.0
62,house,International City by Sobha Phase 1,6.0,24691.35802469136,2430.0,Plot area 270(225.75 sq.m.),4.0,5.0,3+,2.0,North,sector 109,0.0,1.0,0.0,0.0,0.0,relatively new,1.0,,2430.0,,129.0
65,house,,3.69,23699.42196531792,1557.0,Plot area 173(144.65 sq.m.),4.0,4.0,2,2.0,East,sector 31,1.0,1.0,1.0,0.0,0.0,moderately old,1.0,,1557.0,,91.0
66,house,International City by SOBHA Phase 2,11.3,25111.11111111111,4500.0,Plot area 500(418.06 sq.m.)Built Up area: 480 sq.yards (401.34 sq.m.)Carpet area: 460 sq.yards (384.62 sq.m.),7.0,5.0,3+,4.0,East,sector 109,1.0,1.0,1.0,1.0,0.0,relatively new,0.0,,4500.0,4140.0,58.0
67,house,International City by SOBHA Phase 2,11.25,25000.0,4500.0,Plot area 500(418.06 sq.m.),7.0,5.0,3+,4.0,North-East,sector 109,1.0,1.0,1.0,0.0,0.0,relatively new,0.0,,4500.0,,42.0
68,house,Bptp Visionnaire,4.02,7309.090909090908,5500.0,Built Up area: 5500 (510.97 sq.m.),4.0,4.0,3+,3.0,North-East,sector 70a,1.0,1.0,1.0,0.0,1.0,relatively new,0.0,,5500.029983,,169.0
69,house,International City by Sobha Phase 1,5.7,10555.555555555555,5400.0,Plot area 600(501.68 sq.m.),4.0,4.0,3+,4.0,East,sector 109,1.0,1.0,0.0,0.0,0.0,relatively new,0.0,,5400.0,,120.0
70,house,,4.5,14285.714285714286,3150.0,Plot area 14(354.1 sq.m.),9.0,9.0,3+,3.0,,sector 9a,1.0,0.0,1.0,1.0,0.0,relatively new,1.0,,14.0,,38.0
71,house,,0.9,8928.57142857143,1008.0,Built Up area: 1008 (93.65 sq.m.),3.0,1.0,No,1.0,,sector 3,,,,,,,0.0,,1008.039235,,0.0
73,house,,4.0,26613.43978709248,1503.0,Plot area 167(139.63 sq.m.),4.0,4.0,3+,2.0,,sector 56,,,,,,relatively new,1.0,,1503.0,,24.0
74,house,,0.82,9111.11111111111,900.0,Plot area 100(83.61 sq.m.),4.0,3.0,3,2.0,North,sector 8,,,,,,moderately old,0.0,,900.0,,12.0
75,house,Ansal Heights3.2 ★,2.75,9793.447293447294,2808.0,Plot area 312(260.87 sq.m.)Built Up area: 5000 sq.yards (4180.64 sq.m.),4.0,4.0,3+,3.0,,sector 92,1.0,0.0,1.0,0.0,0.0,relatively new,0.0,,2808.0,,0.0
76,house,Ninex City,1.75,6250.0,2800.0,Carpet area: 2800 (260.13 sq.m.),4.0,4.0,No,14.0,,sector 76,,,,,,,0.0,,,2800.013307,0.0
77,house,Spaze Privy3.9 ★,3.1,8486.175745962222,3653.0,Plot area 3653(339.37 sq.m.),5.0,5.0,3+,21.0,,sector 72,,,,,,relatively new,0.0,,3653.0,,0.0
78,house,,5.0,22222.222222222223,2250.0,Plot area 250(209.03 sq.m.),3.0,3.0,3,1.0,South,sector 14,,,,,,moderately old,0.0,,2250.0,,34.0
79,house,Unitech Uniworld Resorts,9.5,23335.789732252517,4071.0,Plot area 500(418.06 sq.m.),5.0,7.0,3+,2.0,East,sector 33,1.0,1.0,1.0,0.0,1.0,new,0.0,,4500.0,,72.0
80,house,,7.25,29340.348037231888,2471.0,Plot area 303(253.35 sq.m.),8.0,8.0,3+,0.0,North-East,sector 56,,,,,,moderately old,1.0,,2727.0,,24.0
81,house,DLF Gardencity Enclave,1.3,11284.722222222223,1152.0,Plot area 1152(107.02 sq.m.),3.0,2.0,1,3.0,,sector 93,,,,,,relatively new,0.0,,1152.0,,0.0
82,house,,3.75,11029.411764705883,3400.0,Built Up area: 3400 (315.87 sq.m.)Carpet area: 1836 sq.ft. (170.57 sq.m.),5.0,5.0,3+,3.0,,sector 5,,,,,,,0.0,,3399.993093,1836.0,0.0
83,house,house number B-34,0.8,8888.888888888889,900.0,Plot area 900(83.61 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.),2.0,2.0,1,1.0,,sector 5,,,,,,old,0.0,,900.0,,0.0
84,house,,8.0,25616.394492475185,3123.0,Built Up area: 347 (32.24 sq.m.)Carpet area: 215 sq.ft. (19.97 sq.m.),10.0,10.0,3+,1.0,North,sector 38,,,,,,,0.0,,3123.253224,1935.0,0.0
85,house,ATS Tourmaline3.9 ★,1.87,8697.67441860465,2150.0,Built Up area: 2150 (199.74 sq.m.),3.0,4.0,No,12.0,,sector 109,,,,,,,0.0,,2149.981386,,0.0
86,house,,6.5,21666.666666666668,3000.0,Built Up area: 3000 (278.71 sq.m.),5.0,6.0,No,1.0,,sector 50,,,,,,,0.0,,3000.006569,,0.0
87,house,,3.75,20424.83660130719,1836.0,Plot area 204(170.57 sq.m.),4.0,4.0,3+,3.0,,sector 5,,,,,,old,1.0,,1836.0,,28.0
89,house,,2.8,18666.666666666668,1500.0,Built Up area: 1500 (139.35 sq.m.),4.0,4.0,No,2.0,,sector 55,,,,,,,0.0,,1499.949465,,0.0
90,house,,3.12,18886.198547215496,1652.0,Plot area 183.5(153.43 sq.m.),4.0,2.0,1,1.0,,sector 5,,,,,,old,0.0,,1651.5,,0.0
91,house,,3.5,24305.555555555555,1440.0,Carpet area: 160 (133.78 sq.m.),3.0,3.0,2,1.0,East,sector 38,,,,,,relatively new,0.0,,,1439.994542,0.0
92,house,DLF The Arbour,8.5,21518.98734177215,3950.0,Built Up area: 3950 (366.97 sq.m.),4.0,4.0,3+,27.0,,sector 63,,,,,,,0.0,,3950.028383,,0.0
93,house,,3.5,20325.20325203252,1722.0,Plot area 160,3.0,2.0,2,1.0,East,sector 38,,,,,,moderately old,0.0,,1712.0,,0.0
94,house,Huda Plots,2.95,20358.868184955143,1449.0,Plot area 161(134.62 sq.m.)Built Up area: 1000 sq.yards (836.13 sq.m.),2.0,2.0,2,1.0,North,sector 56,,,,,,moderately old,0.0,,1449.0,,31.0
95,house,,0.7,5833.333333333333,1200.0,Built Up area: 1200 (111.48 sq.m.),3.0,2.0,2,1.0,,sector 105,,,,,,,0.0,,1199.959572,,0.0
96,house,Suncity Essel Towers4.2 ★,8.95,17900.0,5000.0,Plot area 5000(464.52 sq.m.),5.0,6.0,3+,4.0,,sector 28,,,,,,moderately old,0.0,,5000.0,,0.0
97,house,Anamika Enclave,6.0,14492.753623188406,4140.0,Plot area 4140(384.62 sq.m.)Built Up area: 9000 sq.ft. (836.13 sq.m.),9.0,9.0,3+,3.0,North-West,sector 12,,,,,,old,0.0,,4140.0,,9.0
98,house,,2.5,13157.894736842105,1900.0,Plot area 1900(176.52 sq.m.),5.0,5.0,3+,2.0,,sector 37d,,,,,,relatively new,0.0,,1900.0,,0.0
99,house,,8.0,9653.674429829854,8287.0,Plot area 362(33.63 sq.m.)Built Up area: 8286 sq.ft. (769.79 sq.m.),10.0,10.0,3+,4.0,,sector 56,1.0,1.0,1.0,0.0,0.0,relatively new,2.0,,362.0,,141.0
100,house,,0.5,5555.555555555556,900.0,Built Up area: 100 (9.29 sq.m.),2.0,2.0,No,1.0,,sector 105,,,,,,,0.0,,899.9696789999999,,0.0
101,house,,1.8,7627.118644067797,2360.0,Built Up area: 2360 (219.25 sq.m.),4.0,5.0,No,13.0,,sector 92,,,,,,,0.0,,2359.985075,,0.0
102,house,,1.7,5666.666666666667,3000.0,Built Up area: 3000 (278.71 sq.m.)Carpet area: 2600 sq.ft. (241.55 sq.m.),4.0,4.0,3+,1.0,North-East,sector 108,,,,,,,0.0,,3000.006569,2600.0,0.0
103,house,,1.55,6567.796610169492,2360.0,Built Up area: 2360 (219.25 sq.m.),3.0,2.0,No,1.0,,sector 109,,,,,,,0.0,,2359.985075,,0.0
104,house,Vatika Sovereign Next,3.85,7500.487044613286,5133.0,Built Up area: 5140 (477.52 sq.m.),5.0,6.0,3+,6.0,,sector 82a,,,,,,,0.0,,5139.977527999999,,0.0
105,house,,1.52,19869.281045751635,765.0,Plot area 85(71.07 sq.m.)Built Up area: 105 sq.yards (87.79 sq.m.),2.0,2.0,1,1.0,South-East,sector 17a,,,,,,old,0.0,,765.0,,22.0
106,house,,5.15,14071.03825136612,3660.0,Built Up area: 340,5.0,5.0,No,1.0,,sector 39,,,,,,relatively new,0.0,,3638.0,,0.0
107,house,Sector 14 RWA,6.5,26000.0,2500.0,Plot area 2500(232.26 sq.m.),5.0,5.0,No,4.0,,sector 14,,,,,,moderately old,0.0,,2500.0,,0.0
108,house,IFFCO Nagar and 17B RWA,3.5,24305.555555555555,1440.0,Plot area 1440(133.78 sq.m.),6.0,5.0,3,3.0,East,sector 17,,,,,,old,0.0,,1440.0,,53.0
109,house,Bhim Garh Kheri,0.75,6410.25641025641,1170.0,Plot area 130(108.7 sq.m.),4.0,2.0,2,2.0,West,sector 3,,,,,,old,0.0,,1170.0,,16.0
110,house,,3.5,14786.64976763836,2367.0,Plot area 263(24.43 sq.m.)Built Up area: 4800 sq.ft. (445.93 sq.m.)Carpet area: 4400 sq.ft. (408.77 sq.m.),8.0,8.0,3+,3.0,South-East,sector 12,1.0,1.0,1.0,0.0,0.0,relatively new,2.0,,2367.0,4400.0,86.0
111,house,,0.92,15257.048092868989,603.0,Built Up area: 603 (56.02 sq.m.),4.0,1.0,No,1.0,,sector 3,,,,,,,0.0,,602.993678,,0.0
112,house,Surendra Homes Dayanand Colony,0.75,15625.0,480.0,Built Up area: 480 (44.59 sq.m.),4.0,4.0,2,1.0,,sector 6,,,,,,,0.0,,479.962301,,0.0
113,house,,4.25,17955.217574989438,2367.0,Built Up area: 2367 (219.9 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4.0,3.0,2,1.0,North-East,sector 10a,,,,,,,0.0,,2366.98161,1800.0,0.0
114,house,,0.37,7922.912205567452,467.0,Built Up area: 480 (44.59 sq.m.),1.0,1.0,1,1.0,,sector 3,,,,,,relatively new,0.0,,479.962301,,0.0
115,house,DLF The Grove,5.7,23456.79012345679,2430.0,Built Up area: 270 (25.08 sq.m.),4.0,4.0,No,1.0,,sector 54,,,,,,,0.0,,2429.627508,,0.0
116,house,,2.1,3888.8888888888887,5400.0,Carpet area: 600 (55.74 sq.m.),3.0,2.0,1,3.0,,sector 70a,,,,,,new,0.0,,,5399.818074,0.0
117,house,Vipul Tatvam Villa,8.5,26234.567901234568,3240.0,Plot area 360(301.01 sq.m.),4.0,6.0,3,3.0,North,sector 48,0.0,1.0,1.0,1.0,0.0,old,0.0,,3240.0,,58.0
118,house,Ansal API Esencia3.7 ★,1.85,8222.222222222223,2250.0,Carpet area: 250 (23.23 sq.m.),3.0,3.0,3,1.0,,sector 67,,,,,,,0.0,,,2250.408573,0.0
119,house,Anant Raj Estates,8.5,27139.20817369093,3132.0,Plot area 348(290.97 sq.m.),6.0,6.0,3+,3.0,East,sector 63a,0.0,0.0,1.0,0.0,1.0,new,0.0,,3132.0,,29.0
120,house,,4.65,17573.696145124715,2646.0,Plot area 294(245.82 sq.m.),5.0,5.0,3+,1.0,,sector 53,,,,,,moderately old,1.0,,2646.0,,0.0
121,house,Hero Homes,1.95,21195.652173913044,920.0,Plot area 920(85.47 sq.m.),3.0,5.0,3+,2.0,,sector 104,,,,,,moderately old,0.0,,920.0,,0.0
122,house,International City by Sobha Phase 1,6.1,25102.880658436214,2430.0,Plot area 270(225.75 sq.m.),5.0,6.0,3+,2.0,,sector 109,0.0,1.0,0.0,0.0,0.0,moderately old,0.0,,2430.0,,36.0
123,house,Smart World Gems,1.25,8784.258608573437,1423.0,Built Up area: 1423 (132.2 sq.m.),3.0,3.0,2,1.0,,sector 89,1.0,0.0,0.0,1.0,0.0,new,0.0,,1422.9875799999998,,0.0
124,house,,0.68,3874.6438746438753,1755.0,Built Up area: 1755 (163.04 sq.m.),5.0,3.0,No,1.0,,sector 3,,,,,,,0.0,,1754.946256,,0.0
125,house,Bhim Garh Kheri,1.5,7575.757575757576,1980.0,Plot area 220(183.95 sq.m.),7.0,2.0,No,1.0,,sector 3,,,,,,,0.0,,1980.0,,0.0
126,house,Sector 14 RWA,6.5,20634.920634920636,3150.0,Plot area 350(292.64 sq.m.),4.0,4.0,3+,2.0,,sector 14,,,,,,moderately old,0.0,,3150.0,,0.0
127,house,,4.6,32258.064516129034,1426.0,Built Up area: 1426 (132.48 sq.m.)Carpet area: 1069 sq.ft. (99.31 sq.m.),2.0,2.0,2,2.0,East,sector 31,,,,,,,0.0,,1426.001472,1069.0,0.0
128,house,Tulip Yellow,2.95,16388.88888888889,1800.0,Plot area 200(167.23 sq.m.),4.0,3.0,2,3.0,North,sector 69,0.0,0.0,1.0,1.0,0.0,new,2.0,,1800.0,,120.0
129,house,HUDA Housing Board Colony4.1 ★,4.6,31506.84931506849,1460.0,Plot area 1460(135.64 sq.m.),6.0,4.0,3+,3.0,East,sector 31,0.0,0.0,0.0,1.0,0.0,old,0.0,,1460.0,,8.0
131,house,,3.5,24305.555555555555,1440.0,Built Up area: 160 (14.86 sq.m.),6.0,6.0,3+,3.0,North-West,sector 17,,,,,,,0.0,,1439.5639859999999,,0.0
132,house,,2.25,6366.723259762309,3534.0,Built Up area: 3534 (328.32 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3.0,5.0,3+,10.0,South,sector 103,,,,,,,0.0,,3534.003648,2000.0,0.0
133,house,,1.5,8640.552995391705,1736.0,Carpet area: 180 (150.5 sq.m.),5.0,3.0,2,2.0,,sector 67,,,,,,new,0.0,,,1619.96695,0.0
134,house,,0.55,6707.317073170731,820.0,Plot area 820(76.18 sq.m.)Built Up area: 810 sq.ft. (75.25 sq.m.)Carpet area: 715 sq.ft. (66.43 sq.m.),2.0,2.0,1,2.0,South-East,sector 3,,,,,,moderately old,0.0,,820.0,715.0,0.0
136,house,,3.0,11904.761904761905,2520.0,Carpet area: 2520 (234.12 sq.m.),4.0,4.0,No,3.0,North-East,sector 67,,,,,,,0.0,,,2520.044268,0.0
137,house,Ardee City3.8 ★,5.5,20370.37037037037,2700.0,Plot area 300(27.87 sq.m.),9.0,9.0,3+,3.0,South,sector 52,0.0,1.0,1.0,1.0,0.0,moderately old,1.0,,2700.0,,26.0
138,house,Indiabulls Centrum Park3.7 ★,3.25,8125.0,4000.0,Plot area 4000(371.61 sq.m.),4.0,3.0,3+,20.0,,sector 103,,,,,,new,0.0,,4000.0,,0.0
139,house,Huda Flats,2.3,17037.037037037036,1350.0,Plot area 150(125.42 sq.m.),5.0,3.0,3+,3.0,North-East,sector 7,1.0,1.0,1.0,0.0,0.0,old,0.0,,1350.0,,27.0
140,house,,5.5,13095.238095238095,4200.0,Plot area 4200(390.19 sq.m.),9.0,9.0,3+,3.0,South,sector 23,0.0,1.0,0.0,1.0,0.0,moderately old,1.0,,4200.0,,0.0
141,house,,4.3,29311.52010906612,1467.0,Plot area 163(136.29 sq.m.),6.0,4.0,2,2.0,,sector 47,0.0,0.0,0.0,1.0,0.0,moderately old,0.0,,1467.0,,0.0
142,house,Sai Kripa Floors 5,0.9,11250.0,800.0,Plot area 800(74.32 sq.m.),5.0,5.0,3,3.0,,sector 11,,,,,,relatively new,0.0,,800.0,,0.0
143,house,Signature Global City 92,0.75,7820.646506777894,959.0,Built Up area: 959 (89.09 sq.m.),2.0,2.0,3,1.0,,sector 92,,,,,,,0.0,,958.955851,,0.0
144,house,,4.0,19753.086419753086,2025.0,Built Up area: 225 (188.13 sq.m.)Carpet area: 180 sq.yards (150.5 sq.m.),5.0,4.0,1,2.0,North-East,sector 11,,,,,,,0.0,,2025.012507,180.0,0.0
