,property_type,society,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,sector,Study Room,Servant Room,Pooja Room,Others,Store Room,possession_category,furnishingType,super_builtup_area,builtup_area,carpet_area,luxury_score
1726,flat,DLF Park Place4.1,4.86,25920.0,1875.0,Super Built up area 1875(174.19 sq.m.),3.0,4.0,3+,7.0,West,sector 54,0.0,1.0,0.0,0.0,0.0,relatively new,1.0,1875.0,,,56.0
1727,flat,Central Park Resorts4.4,5.15,20900.974025974025,2464.0,Super Built up area 2464(228.91 sq.m.)Built Up area: 2364 sq.ft. (219.62 sq.m.)Carpet area: 2264 sq.ft. (210.33 sq.m.),3.0,3.0,3+,8.0,North-West,sector 48,0.0,1.0,0.0,0.0,0.0,moderately old,2.0,2464.0,2364.0,2264.0,81.0
1728,flat,Central Park Resorts4.4,9.3,24926.293218976145,3731.0,Super Built up area 3931(365.2 sq.m.)Built Up area: 3831 sq.ft. (355.91 sq.m.)Carpet area: 3731 sq.ft. (346.62 sq.m.),4.0,4.0,3+,10.0,North-East,sector 48,1.0,1.0,1.0,0.0,1.0,moderately old,1.0,3931.0,3831.0,3731.0,80.0
1729,flat,Bestech Park View City4.1,1.78,10022.522522522522,1776.0,Super Built up area 1776(165 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3.0,4.0,2,5.0,,sector 48,1.0,0.0,1.0,0.0,0.0,relatively new,0.0,1776.0,,1300.0,74.0
1730,flat,Vatika City4.1,1.79,12785.714285714286,1400.0,Carpet area: 1400 (130.06 sq.m.),3.0,3.0,3,9.0,,sector 49,0.0,1.0,0.0,0.0,0.0,old,0.0,,,1399.952834,59.0
1731,flat,Siddhi Vinayak Apartments,1.44,9600.0,1500.0,Super Built up area 1850(171.87 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,3.0,2,6.0,South,sector 55,0.0,0.0,0.0,1.0,0.0,moderately old,1.0,1850.0,1700.0,1500.0,65.0
1732,flat,Madhur Jeevan Apartments,1.59,8594.594594594595,1850.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),4.0,3.0,3+,3.0,North,sector 56,0.0,0.0,0.0,1.0,0.0,old,1.0,2000.0,1900.0,1850.0,40.0
1733,flat,The Lions CGHS,1.99,11055.555555555555,1800.0,Super Built up area 2400(222.97 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4.0,4.0,3+,4.0,East,sector 56,0.0,0.0,1.0,1.0,0.0,old,1.0,2400.0,2000.0,1800.0,121.0
1734,flat,Professors Enclave CGHS,1.54,8324.324324324325,1850.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1920 sq.ft. (178.37 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3.0,3.0,2,6.0,South,sector 56,0.0,1.0,1.0,0.0,0.0,old,1.0,2000.0,1920.0,1850.0,129.0
1735,flat,Guru Gram Haryana CGHS4.1,1.39,8424.242424242424,1650.0,Super Built up area 1850(171.87 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3.0,2.0,3,6.0,South,sector 56,0.0,1.0,1.0,0.0,0.0,old,1.0,1850.0,1750.0,1650.0,114.0
1736,flat,Park View Apartment,1.74,7565.217391304348,2300.0,Super Built up area 2450(227.61 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),3.0,3.0,3+,2.0,South,sector 56,0.0,1.0,1.0,0.0,0.0,old,1.0,2450.0,2400.0,2300.0,142.0
1737,flat,Shapoorji Pallonji Joyville Gurugram4.0,1.28,10534.979423868313,1215.0,Super Built up area 1215(112.88 sq.m.),2.0,2.0,3,10.0,East,sector 102,,,,,,relatively new,0.0,1215.0,,,56.0
1738,flat,ATS Tourmaline3.9,1.72,8000.0,2150.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 1797 sq.ft. (166.95 sq.m.),3.0,4.0,3+,7.0,South-West,sector 109,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,2150.0,1797.0,,231.0
1739,flat,ATS Tourmaline3.9,1.5,8571.42857142857,1750.0,Super Built up area 1750(162.58 sq.m.)Built Up area: 1466 sq.ft. (136.2 sq.m.),3.0,3.0,3+,7.0,North-East,sector 109,,,,,,relatively new,0.0,1750.0,1466.0,,221.0
1740,flat,Shapoorji Pallonji Joyville Gurugram4.0,1.41,10307.017543859649,1368.0,Super Built up area 1368(127.09 sq.m.),2.0,2.0,3,,North-East,sector 102,0.0,0.0,0.0,1.0,0.0,relatively new,0.0,1368.0,,,56.0
1741,flat,ATS Tourmaline3.9,1.5,6976.7441860465115,2150.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 1797 sq.ft. (166.95 sq.m.)Carpet area: 1670 sq.ft. (155.15 sq.m.),3.0,4.0,3+,4.0,North-West,sector 109,0.0,1.0,0.0,0.0,0.0,relatively new,1.0,2150.0,1797.0,1670.0,68.0
1742,flat,ATS Tourmaline3.9,1.45,6744.186046511628,2150.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 1797 sq.ft. (166.95 sq.m.)Carpet area: 1660 sq.ft. (154.22 sq.m.),3.0,4.0,3+,4.0,North-West,sector 109,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,2150.0,1797.0,1660.0,93.0
1743,flat,SS The Leaf3.8,2.13,7574.679943100996,2812.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),4.0,4.0,3,2.0,North,sector 85,,,,,,relatively new,0.0,2812.0,2600.0,2200.0,49.0
1744,flat,SS The Leaf3.8,2.0,8305.647840531561,2408.0,Super Built up area 2408(223.71 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3.0,4.0,3,6.0,North,sector 85,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,2408.0,2300.0,2200.0,49.0
1745,flat,SS The Leaf3.8,2.1,7467.994310099573,2812.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4.0,4.0,3,7.0,North,sector 85,1.0,1.0,1.0,0.0,0.0,relatively new,0.0,2812.0,2600.0,2400.0,49.0
1746,flat,SS The Leaf3.8,2.13,7574.679943100996,2812.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4.0,4.0,3,6.0,North,sector 85,,,,,,relatively new,0.0,2812.0,2600.0,2400.0,49.0
1747,flat,SS The Leaf3.8,1.25,7179.781734635267,1741.0,Super Built up area 1741(161.74 sq.m.)Built Up area: 1730 sq.ft. (160.72 sq.m.)Carpet area: 1720 sq.ft. (159.79 sq.m.),2.0,2.0,3,10.0,South-East,sector 85,,,,,,relatively new,0.0,1741.0,1730.0,1720.0,56.0
1748,flat,SS The Leaf,1.19,7225.258044930176,1647.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1630 sq.ft. (151.43 sq.m.)Carpet area: 1620 sq.ft. (150.5 sq.m.),2.0,2.0,3,4.0,South-East,sector 83,,,,,,relatively new,0.0,1640.0,1630.0,1620.0,56.0
1749,flat,SS The Leaf3.8,1.17,7001.795332136445,1671.0,Super Built up area 1671(155.24 sq.m.)Built Up area: 1660 sq.ft. (154.22 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),2.0,2.0,3,11.0,East,sector 85,,,,,,relatively new,0.0,1671.0,1660.0,1650.0,56.0
1750,flat,ss,2.09,7432.4324324324325,2812.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4.0,4.0,3,8.0,South-East,sector 85,1.0,1.0,1.0,0.0,0.0,relatively new,0.0,2812.0,2600.0,2400.0,56.0
1751,flat,ss,2.17,7716.927453769559,2812.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4.0,4.0,3,7.0,North,sector 85,1.0,1.0,1.0,0.0,0.0,relatively new,0.0,2812.0,2600.0,2400.0,49.0
1752,flat,ss,2.14,7610.241820768137,2812.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),4.0,4.0,3,6.0,North,sector 85,1.0,1.0,1.0,0.0,0.0,relatively new,0.0,2812.0,2300.0,2000.0,49.0
1753,flat,ss,2.1,7467.994310099573,2812.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4.0,4.0,3,2.0,North-West,sector 85,,,,,,relatively new,0.0,2812.0,2600.0,2400.0,49.0
1754,flat,ss,1.98,8222.591362126246,2408.0,Super Built up area 2408(223.71 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3.0,4.0,3,6.0,West,sector 85,,,,,,relatively new,0.0,2408.0,2300.0,2200.0,49.0
1755,flat,SS The Leaf3.8,1.24,7122.343480758185,1741.0,Super Built up area 1741(161.74 sq.m.)Built Up area: 1730 sq.ft. (160.72 sq.m.)Carpet area: 1720 sq.ft. (159.79 sq.m.),2.0,2.0,3,10.0,West,sector 85,,,,,,relatively new,0.0,1741.0,1730.0,1720.0,56.0
1756,flat,ss,1.18,7168.894289185905,1646.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1630 sq.ft. (151.43 sq.m.)Carpet area: 1620 sq.ft. (150.5 sq.m.),2.0,2.0,3,4.0,West,sector 85,,,,,,relatively new,0.0,1640.0,1630.0,1620.0,56.0
1757,flat,ss,1.2,7151.370679380215,1678.0,Super Built up area 1671(155.24 sq.m.)Built Up area: 1660 sq.ft. (154.22 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),2.0,2.0,3,15.0,North-East,sector 85,,,,,,relatively new,0.0,1671.0,1660.0,1650.0,56.0
1758,flat,ss,1.19,7121.484141232795,1671.0,Super Built up area 1671(155.24 sq.m.)Built Up area: 1670 sq.ft. (155.15 sq.m.)Carpet area: 1660 sq.ft. (154.22 sq.m.),2.0,2.0,3,11.0,West,sector 85,,,,,,relatively new,0.0,1671.0,1670.0,1660.0,56.0
1759,flat,Orchid Petals4.1,2.09,11578.947368421053,1805.0,Super Built up area 1805(167.69 sq.m.),3.0,3.0,3,,South,sector 49,,,,,,relatively new,0.0,1805.0,,,56.0
1760,flat,Orchid Petals4.1,2.45,11887.433284813198,2061.0,Super Built up area 2061(191.47 sq.m.),3.0,3.0,3,,North-East,sector 49,1.0,0.0,0.0,0.0,0.0,relatively new,0.0,2061.0,,,56.0
1761,flat,Orchid Petals4.1,2.23,10969.011313330055,2033.0,Super Built up area 2033(188.87 sq.m.),3.0,3.0,3,14.0,North,sector 49,0.0,0.0,0.0,1.0,0.0,relatively new,0.0,2033.0,,,47.0
1762,flat,Orchid Petals4.1,4.21,11835.816699465842,3557.0,Super Built up area 3557(330.46 sq.m.),5.0,6.0,3+,14.0,South-East,sector 49,0.0,1.0,1.0,0.0,0.0,relatively new,0.0,3557.0,,,42.0
1763,flat,Orchid Petals4.1,4.16,11698.53768278965,3556.0,Super Built up area 3557(330.46 sq.m.),5.0,4.0,3+,14.0,East,sector 49,1.0,1.0,0.0,0.0,0.0,relatively new,0.0,3557.0,,,47.0
1764,flat,Orchid Petals4.1,4.52,10984.204131227216,4115.0,Super Built up area 4115(382.3 sq.m.),5.0,5.0,3+,14.0,West,sector 49,1.0,1.0,1.0,0.0,0.0,moderately old,0.0,4115.0,,,56.0
1765,flat,Godrej Aria3.8,0.95,6551.724137931034,1450.0,Carpet area: 1450 (134.71 sq.m.),2.0,2.0,3,5.0,East,sector 79,,,,,,relatively new,1.0,,,1450.004969,237.0
1766,flat,Ireo Uptown4.1,1.5,11219.147344801795,1337.0,Super Built up area 1337(124.21 sq.m.)Built Up area: 1330 sq.ft. (123.56 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),2.0,3.0,3,1.0,South,sector 66,0.0,1.0,0.0,1.0,0.0,relatively new,1.0,1337.0,1330.0,1050.0,108.0
1767,flat,Raisina Residency3.7,5.0,13058.239749281796,3829.0,Carpet area: 3829 (355.73 sq.m.),4.0,4.0,3+,13.0,North-West,sector 59,1.0,1.0,1.0,0.0,1.0,relatively new,1.0,,,3829.042147,230.0
1768,flat,Tata Primanti4.1,4.0,16032.064128256514,2495.0,Super Built up area 2905(269.88 sq.m.)Carpet area: 2495 sq.ft. (231.79 sq.m.),4.0,5.0,3+,22.0,West,sector 72,0.0,1.0,0.0,0.0,0.0,relatively new,1.0,2905.0,,2495.0,237.0
1769,flat,Signature Global Orchard Avenue3.6,0.365,6709.558823529412,544.0,Carpet area: 543.53 (50.5 sq.m.),2.0,2.0,2,6.0,North,sector 93,,,,,,relatively new,0.0,,,543.57695,46.0
1770,flat,Bestech Park View Grand Spa4.3,4.7,6786.023678891135,6926.0,Super Built up area 6926(643.45 sq.m.),4.0,4.0,3+,19.0,North,sector 81,0.0,1.0,0.0,0.0,0.0,relatively new,1.0,6926.0,,,202.0
1771,flat,Bestech Park View Ananda4.2,0.95,10626.398210290829,894.0,Super Built up area 1360(126.35 sq.m.)Carpet area: 894 sq.ft. (83.06 sq.m.),2.0,2.0,2,2.0,North-East,sector 81,,,,,,relatively new,1.0,1360.0,,894.0,140.0
1772,flat,Signature Global Orchard Avenue3.6,0.38,6386.55462184874,595.0,Carpet area: 594.91 (55.27 sq.m.),2.0,2.0,2,7.0,North,sector 93,,,,,,relatively new,0.0,,,594.920753,29.0
1773,flat,Vatika Gurgaon 213.7,1.1,6050.605060506051,1818.0,Super Built up area 1735(161.19 sq.m.),3.0,3.0,3,12.0,North,sector 83,0.0,1.0,0.0,0.0,0.0,relatively new,1.0,1735.0,,,97.0
1774,flat,Bestech Park View Sanskruti4.2,1.55,7568.359375,2048.0,Super Built up area 1995(185.34 sq.m.),3.0,4.0,3,16.0,South,sector 92,0.0,1.0,0.0,0.0,0.0,relatively new,1.0,1995.0,,,73.0
1775,flat,Bestech Park View Sanskruti4.1,1.55,9687.5,1600.0,Super Built up area 1995(185.34 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,3.0,3,17.0,,sector 92,0.0,1.0,0.0,0.0,0.0,relatively new,1.0,1995.0,,1600.0,73.0
1776,flat,Bestech Park View Sanskruti4.2,2.0,8333.333333333334,2400.0,Super Built up area 2475(229.94 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4.0,5.0,3+,12.0,North,sector 92,0.0,1.0,0.0,0.0,0.0,relatively new,1.0,2475.0,,2400.0,73.0
1777,flat,DLF The Ultima4.0,2.3,14603.174603174602,1575.0,Super Built up area 2100(195.1 sq.m.)Carpet area: 1575 sq.ft. (146.32 sq.m.),3.0,4.0,3+,27.0,East,sector 81,0.0,1.0,0.0,0.0,0.0,relatively new,1.0,2100.0,,1575.0,148.0
1778,flat,SS The Leaf3.8,2.1,7467.994310099573,2812.0,Super Built up area 2812(261.24 sq.m.),4.0,5.0,3+,9.0,East,sector 85,,,,,,relatively new,1.0,2812.0,,,115.0
1779,flat,Vatika Lifestyle Homes3.8,1.3,4545.454545454545,2860.0,Super Built up area 2860(265.7 sq.m.),3.0,3.0,1,6.0,North-West,sector 83,,,,,,relatively new,1.0,2860.0,,,108.0
1780,flat,Signature Global Synera3.4,0.4,6319.11532385466,633.0,Super Built up area 633(58.81 sq.m.)Carpet area: 539 sq.ft. (50.07 sq.m.),2.0,2.0,1,12.0,South,sector 81,,,,,,relatively new,1.0,633.0,,539.0,38.0
1781,flat,Tata Primanti4.1,3.3,15102.974828375285,2185.0,Super Built up area 2185(202.99 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,4.0,3+,15.0,North,sector 72,0.0,1.0,0.0,0.0,0.0,new,2.0,2185.0,1800.0,1600.0,245.0
1782,flat,Shree Vardhman Victoria3.8,1.1,8461.538461538461,1300.0,Super Built up area 1300(120.77 sq.m.)Carpet area: 788 sq.ft. (73.21 sq.m.),2.0,2.0,2,,West,sector 70,1.0,0.0,0.0,0.0,0.0,new,0.0,1300.0,,788.0,56.0
1783,flat,SS The Leaf3.8,1.2,9677.41935483871,1240.0,Super Built up area 1772(164.62 sq.m.)Carpet area: 1240 sq.ft. (115.2 sq.m.),2.0,2.0,3+,9.0,East,sector 85,0.0,0.0,0.0,0.0,1.0,relatively new,0.0,1772.0,,1240.0,202.0
1784,flat,SS The Leaf3.8,2.15,10924.796747967479,1968.0,Super Built up area 2812(261.24 sq.m.)Carpet area: 1968 sq.ft. (182.83 sq.m.),4.0,5.0,3+,6.0,South,sector 85,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,2812.0,,1968.0,210.0
1785,flat,SS The Leaf3.8,2.0,11869.436201780416,1685.0,Super Built up area 2408(223.71 sq.m.)Carpet area: 1685 sq.ft. (156.54 sq.m.),3.0,4.0,3,5.0,West,sector 85,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,2408.0,,1685.0,210.0
1786,flat,SS The Leaf3.8,2.1,8720.93023255814,2408.0,Super Built up area 2408(223.71 sq.m.)Carpet area: 1685 sq.ft. (156.54 sq.m.),3.0,4.0,3+,6.0,North,sector 85,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,2408.0,,1685.0,210.0
1787,flat,SS The Leaf3.8,1.2,10452.961672473868,1148.0,Super Built up area 1640(152.36 sq.m.)Carpet area: 1148 sq.ft. (106.65 sq.m.),2.0,2.0,3+,2.0,West,sector 85,0.0,0.0,0.0,0.0,1.0,relatively new,0.0,1640.0,,1148.0,210.0
1788,flat,SS The Leaf3.8,1.3,7779.772591262717,1671.0,Super Built up area 1671(155.24 sq.m.)Carpet area: 1169 sq.ft. (108.6 sq.m.),2.0,2.0,3+,16.0,East,sector 85,0.0,0.0,0.0,0.0,1.0,relatively new,0.0,1671.0,,1169.0,202.0
1789,flat,SS The Leaf3.8,1.3,10483.870967741936,1240.0,Super Built up area 1772(164.62 sq.m.)Carpet area: 1240 sq.ft. (115.2 sq.m.),2.0,2.0,3+,10.0,East,sector 85,0.0,0.0,0.0,0.0,1.0,relatively new,0.0,1772.0,,1240.0,202.0
1790,flat,SS The Leaf3.8,1.2,7317.073170731707,1640.0,Super Built up area 1640(152.36 sq.m.)Carpet area: 1148 sq.ft. (106.65 sq.m.),2.0,2.0,3+,14.0,East,sector 85,0.0,0.0,0.0,0.0,1.0,relatively new,0.0,1640.0,,1148.0,195.0
1791,flat,SS The Leaf3.8,1.1,6318.207926479035,1741.0,Super Built up area 1741(161.74 sq.m.)Carpet area: 1218 sq.ft. (113.16 sq.m.),2.0,2.0,3+,3.0,South-East,sector 85,0.0,0.0,0.0,0.0,1.0,relatively new,0.0,1741.0,,1218.0,197.0
1792,flat,SS The Leaf3.8,1.25,10888.501742160279,1148.0,Super Built up area 1741(161.74 sq.m.)Carpet area: 1148 sq.ft. (106.65 sq.m.),2.0,2.0,3+,17.0,East,sector 85,0.0,0.0,0.0,0.0,1.0,relatively new,0.0,1741.0,,1148.0,210.0
1793,flat,SS The Leaf3.8,1.15,10017.421602787457,1148.0,Super Built up area 1640(152.36 sq.m.)Carpet area: 1148 sq.ft. (106.65 sq.m.),2.0,2.0,3+,18.0,East,sector 85,0.0,0.0,0.0,0.0,1.0,relatively new,0.0,1640.0,,1148.0,210.0
1794,flat,AIPL Zen Residences,1.75,10257.91324736225,1706.0,Built Up area: 1706 (158.49 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),3.0,4.0,3+,20.0,North-East,sector 70a,0.0,0.0,0.0,1.0,0.0,relatively new,2.0,,1705.970511,1050.0,56.0
1795,flat,Shree Vardhman Victoria3.8,1.65,8461.538461538461,1950.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3.0,5.0,3,6.0,North-East,sector 70,0.0,1.0,1.0,0.0,0.0,relatively new,0.0,1950.0,,1161.0,231.0
1796,flat,Puri Emerald Bay3.7,2.55,10408.163265306122,2450.0,Super Built up area 2450(227.61 sq.m.)Carpet area: 2150 sq.ft. (199.74 sq.m.),4.0,4.0,3+,5.0,East,sector 104,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,2450.0,,2150.0,56.0
1797,flat,Tata Primanti4.1,3.9,13425.129087779691,2905.0,Super Built up area 2905(269.88 sq.m.)Carpet area: 2150 sq.ft. (199.74 sq.m.),4.0,4.0,3+,39.0,East,sector 72,0.0,1.0,0.0,1.0,0.0,relatively new,0.0,2905.0,,2150.0,56.0
1798,flat,M3M Sierra 68,1.08,8674.698795180722,1245.0,Super Built up area 1245(115.66 sq.m.)Built Up area: 1130 sq.ft. (104.98 sq.m.)Carpet area: 930 sq.ft. (86.4 sq.m.),2.0,2.0,3,1.0,West,sector 68,,,,,,relatively new,1.0,1245.0,1130.0,930.0,211.0
1799,flat,M3M Ikonic,1.8,9230.76923076923,1950.0,Super Built up area 1950(181.16 sq.m.)Built Up area: 1845 sq.ft. (171.41 sq.m.)Carpet area: 1530 sq.ft. (142.14 sq.m.),3.0,3.0,3+,18.0,North-East,sector 68,,,,,,relatively new,1.0,1950.0,1845.0,1530.0,188.0
1800,flat,M3M Sierra 68,1.13,9076.305220883532,1245.0,Super Built up area 1245(115.66 sq.m.)Built Up area: 1130 sq.ft. (104.98 sq.m.)Carpet area: 930 sq.ft. (86.4 sq.m.),2.0,2.0,3,9.0,West,sector 68,,,,,,relatively new,1.0,1245.0,1130.0,930.0,211.0
1801,flat,M3M Ikonic,1.78,9128.205128205129,1950.0,Super Built up area 1950(181.16 sq.m.)Built Up area: 1845 sq.ft. (171.41 sq.m.)Carpet area: 1530 sq.ft. (142.14 sq.m.),3.0,3.0,3+,27.0,South,sector 68,,,,,,relatively new,1.0,1950.0,1845.0,1530.0,188.0
1802,flat,M3M Sierra 68,1.1,8986.928104575163,1224.0,Super Built up area 1224(113.71 sq.m.)Built Up area: 1150 sq.ft. (106.84 sq.m.)Carpet area: 830 sq.ft. (77.11 sq.m.),2.0,2.0,3,1.0,North-East,sector 68,,,,,,relatively new,1.0,1224.0,1150.0,830.0,189.0
1803,flat,AIPL The Peaceful Homes3.9,2.5,11627.906976744185,2150.0,Super Built up area 2150(199.74 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3.0,3.0,3+,15.0,North-East,sector 70a,0.0,0.0,0.0,1.0,0.0,relatively new,1.0,2150.0,,1350.0,237.0
1804,flat,SS The Leaf3.8,1.84,7641.196013289036,2408.0,Super Built up area 2408(223.71 sq.m.)Carpet area: 1685 sq.ft. (156.54 sq.m.),3.0,4.0,3,8.0,South-East,sector 85,0.0,0.0,1.0,0.0,0.0,relatively new,0.0,2408.0,,1685.0,196.0
1805,flat,SS The Leaf3.8,1.18,10094.09751924722,1169.0,Super Built up area 1671(155.24 sq.m.)Built Up area: 1420 sq.ft. (131.92 sq.m.)Carpet area: 1169 sq.ft. (108.6 sq.m.),2.0,3.0,3,12.0,North,sector 85,0.0,0.0,1.0,0.0,0.0,relatively new,1.0,1671.0,1420.0,1169.0,206.0
1806,flat,Shree Vardhman Victoria3.8,1.63,8358.974358974358,1950.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3.0,3.0,3,5.0,East,sector 70,0.0,1.0,0.0,1.0,0.0,new,0.0,1950.0,,1161.0,56.0
1807,flat,Adani M2K Oyster Grande3.9,2.5,7817.385866166354,3198.0,Super Built up area 3198(297.1 sq.m.),4.0,5.0,3+,5.0,South,sector 102,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,3198.0,,,124.0
1808,flat,M3M Woodshire4.0,1.45,6141.465480728505,2361.0,Super Built up area 2361(219.34 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.),3.0,4.0,3+,7.0,South,sector 107,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,2361.0,1900.0,,80.0
1809,flat,Experion The Heartsong3.9,1.2,6825.938566552901,1758.0,Super Built up area 1758(163.32 sq.m.)Built Up area: 1275.53 sq.ft. (118.5 sq.m.)Carpet area: 974.68 sq.ft. (90.55 sq.m.),3.0,3.0,3+,10.0,South,sector 108,1.0,0.0,0.0,0.0,0.0,relatively new,0.0,1758.0,1275.53,974.68,115.0
1810,flat,Experion The Heartsong3.9,1.6,7988.01797304044,2003.0,Super Built up area 2003(186.08 sq.m.)Built Up area: 1500.29 sq.ft. (139.38 sq.m.)Carpet area: 1140.98 sq.ft. (106 sq.m.),3.0,4.0,3+,3.0,South,sector 108,0.0,1.0,0.0,0.0,0.0,relatively new,1.0,2003.0,1500.29,1140.98,73.0
1811,flat,Pyramid Urban,0.62,11854.684512428299,523.0,Carpet area: 523 (48.59 sq.m.),2.0,2.0,2,2.0,South,sector 67a,,,,,,relatively new,0.0,,,523.017901,113.0
1812,flat,Pyramid Urban,0.55,10516.252390057361,523.0,Carpet area: 523 (48.59 sq.m.),2.0,2.0,2,3.0,South-West,sector 67a,,,,,,relatively new,0.0,,,523.017901,113.0
1813,flat,Ireo Skyon4.0,2.85,13936.430317848412,2045.0,Super Built up area 2045(189.99 sq.m.)Built Up area: 1640 sq.ft. (152.36 sq.m.)Carpet area: 1490 sq.ft. (138.43 sq.m.),3.0,4.0,3+,5.0,South,sector 60,0.0,1.0,0.0,0.0,0.0,relatively new,1.0,2045.0,1640.0,1490.0,245.0
1814,flat,SS The Leaf3.8,1.31,7987.804878048781,1640.0,Carpet area: 1640 (152.36 sq.m.),2.0,2.0,2,5.0,West,sector 85,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,,,1639.987804,144.0
1815,flat,SS The Leaf3.8,2.2,11178.861788617885,1968.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2390 sq.ft. (222.04 sq.m.)Carpet area: 1968 sq.ft. (182.83 sq.m.),4.0,5.0,3+,4.0,West,sector 85,0.0,1.0,1.0,0.0,0.0,relatively new,0.0,2812.0,2390.0,1968.0,237.0
1816,flat,Experion Windchants3.8,3.0,11538.461538461539,2600.0,Super Built up area 2802(260.31 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3.0,3.0,2,2.0,North,sector 112,0.0,0.0,0.0,1.0,0.0,relatively new,1.0,2802.0,2600.0,2200.0,56.0
1817,flat,DLF New Town Heights 24.0,1.3,6735.751295336788,1930.0,Super Built up area 1930(179.3 sq.m.)Built Up area: 1715 sq.ft. (159.33 sq.m.),3.0,3.0,3,15.0,South,sector 86,0.0,1.0,1.0,0.0,0.0,relatively new,1.0,1930.0,1715.0,,56.0
1818,flat,Adani M2K Oyster Grande3.9,1.95,7561.070182241178,2579.0,Super Built up area 2579(239.6 sq.m.),3.0,4.0,3,9.0,South,sector 102,1.0,1.0,0.0,0.0,0.0,relatively new,1.0,2579.0,,,96.0
