,property_type,society,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,sector,Study Room,Servant Room,Pooja Room,Others,Store Room,possession_category,furnishingType,super_builtup_area,builtup_area,carpet_area,luxury_score,area_to_bedroom_ratio
896,flat,DLF The Ultima4.0,2.26,10761.90476190476,2100.0,Super Built up area 2100(195.1 sq.m.),0.0,4.0,3+,17.0,West,sector 81,0.0,1.0,0.0,0.0,0.0,new,2.0,2100.0,,,236.0,inf
897,flat,Ambience Creacions,4.78,15469.25566343042,3090.0,Super Built up area 3090(287.07 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),0.0,4.0,3,7.0,West,sector 22,0.0,1.0,0.0,1.0,0.0,relatively new,2.0,3090.0,2500.0,2250.0,149.0,inf
898,flat,Tulip Ivory3.5,2.0,8333.333333333334,2400.0,Super Built up area 2400(222.97 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),1.0,5.0,3+,7.0,North-East,sector 70,0.0,1.0,0.0,0.0,0.0,moderately old,1.0,2400.0,,1950.0,245.0,2400.0
899,flat,Ireo Skyon4.0,3.75,13392.857142857143,2800.0,Super Built up area 2800(260.13 sq.m.)Built Up area: 2650 sq.ft. (246.19 sq.m.)Carpet area: 2350 sq.ft. (218.32 sq.m.),0.0,4.0,3,12.0,North,sector 60,0.0,1.0,0.0,0.0,0.0,relatively new,1.0,2800.0,2650.0,2350.0,56.0,inf
900,flat,Ambience Creacions,6.16,20533.33333333333,3000.0,Carpet area: 3000 (278.71 sq.m.),0.0,5.0,3+,10.0,South-East,sector 22,0.0,1.0,1.0,0.0,0.0,new,1.0,,,3000.006569,56.0,inf
901,flat,M3M Golfestate4.4,5.3,24211.968935587025,2189.0,Super Built up area 2850(264.77 sq.m.)Carpet area: 2189 sq.ft. (203.36 sq.m.),0.0,3.0,3,38.0,North-East,sector 65,0.0,1.0,0.0,0.0,0.0,moderately old,2.0,2850.0,,2189.0,56.0,inf
902,flat,Umang Winter Hills3.9,0.75,5588.673621460507,1342.0,Super Built up area 1342(124.68 sq.m.)Built Up area: 1140 sq.ft. (105.91 sq.m.)Carpet area: 969 sq.ft. (90.02 sq.m.),0.0,2.0,2,8.0,South,sector 77,0.0,0.0,0.0,0.0,1.0,relatively new,1.0,1342.0,1140.0,969.0,157.0,inf
903,flat,Mapsko Mount Ville4.1,1.25,8389.261744966443,1490.0,Super Built up area 1490(138.43 sq.m.)Built Up area: 1058 sq.ft. (98.29 sq.m.)Carpet area: 863.91 sq.ft. (80.26 sq.m.),0.0,3.0,3,18.0,South,sector 79,1.0,0.0,0.0,0.0,0.0,relatively new,1.0,1490.0,1058.0,863.91,164.0,inf
904,flat,Godrej 1014.0,2.0,8474.57627118644,2360.0,Super Built up area 2366(219.81 sq.m.)Built Up area: 1963 sq.ft. (182.37 sq.m.)Carpet area: 1629 sq.ft. (151.34 sq.m.),0.0,4.0,3+,9.0,East,sector 79,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,2366.0,1963.0,1629.0,170.0,inf
905,flat,Mapsko Mount Ville4.1,1.3,8724.832214765102,1490.0,Super Built up area 1490(138.43 sq.m.)Built Up area: 1176 sq.ft. (109.25 sq.m.)Carpet area: 863.91 sq.ft. (80.26 sq.m.),0.0,3.0,3,19.0,East,sector 79,0.0,0.0,0.0,0.0,1.0,relatively new,1.0,1490.0,1176.0,863.91,164.0,inf
906,flat,City Heights,1.75,8750.0,2000.0,Carpet area: 2000 (185.81 sq.m.),1.0,4.0,3,3.0,,sector 39,0.0,1.0,0.0,0.0,0.0,old,2.0,,,2000.040259,49.0,2000.0
907,flat,KW Royal Court,2.0,6250.0,3200.0,Carpet area: 3200 (297.29 sq.m.),1.0,4.0,3,9.0,East,sector 39,0.0,1.0,0.0,0.0,0.0,old,2.0,,,3199.999831,56.0,3200.0
908,flat,Shree Vardhman Victoria3.8,1.78,9128.205128205129,1950.0,Super Built up area 1950(181.16 sq.m.),0.0,3.0,3+,7.0,North-East,sector 70,0.0,1.0,0.0,1.0,0.0,relatively new,0.0,1950.0,,,56.0,inf
909,flat,Alpha Corp GurgaonOne 844.0,1.15,7496.740547588005,1534.0,Super Built up area 1534(142.51 sq.m.)Carpet area: 1260 sq.ft. (117.06 sq.m.),0.0,2.0,3,14.0,South-East,sector 84,1.0,0.0,0.0,0.0,0.0,relatively new,0.0,1534.0,,1260.0,35.0,inf
910,flat,CGHS Airport Apartment,1.65,7857.142857142857,2100.0,Super Built up area 2100(195.1 sq.m.)Carpet area: 1720 sq.ft. (159.79 sq.m.),3.0,3.0,3,1.0,North-East,sector 47,0.0,0.0,0.0,1.0,0.0,old,1.0,2100.0,,1720.0,166.0,700.0
911,flat,GLS Avenue 51,0.21,6953.64238410596,302.0,Carpet area: 302 (28.06 sq.m.),,1.0,1,,South-East,sector 92,,,,,,relatively new,0.0,,,302.035034,84.0,
912,flat,Kamroon Court,2.75,13750.0,2000.0,Carpet area: 2000 (185.81 sq.m.),1.0,4.0,3+,5.0,North-East,sector 43,0.0,1.0,0.0,1.0,0.0,moderately old,1.0,,,2000.040259,56.0,2000.0
913,flat,Bestech Park View Spa Next4.0,2.72,11574.468085106384,2350.0,Super Built up area 2350(218.32 sq.m.)Built Up area: 2250 sq.ft. (209.03 sq.m.)Carpet area: 2001 sq.ft. (185.9 sq.m.),,4.0,3+,,South-West,sector 67,0.0,1.0,1.0,0.0,0.0,relatively new,1.0,2350.0,2250.0,2001.0,191.0,
914,flat,Unitech Uniworld Gardens3.8,2.4,11505.273250239694,2086.0,Super Built up area 2086(193.8 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),0.0,4.0,3+,10.0,East,sector 47,0.0,1.0,0.0,0.0,0.0,moderately old,0.0,2086.0,,1750.0,167.0,inf
915,flat,Tata Primanti4.1,4.1,13726.146635420157,2987.0,Super Built up area 2550(236.9 sq.m.),0.0,3.0,3,8.0,,sector 72,0.0,1.0,0.0,0.0,0.0,moderately old,0.0,2550.0,,,58.0,inf
916,flat,CHD Avenue 713.6,1.12,6215.3163152053285,1802.0,Super Built up area 1802(167.41 sq.m.),,4.0,3,,South-East,sector 71,0.0,1.0,0.0,0.0,0.0,moderately old,0.0,1802.0,,,87.0,
917,flat,Shree Vardhman Flora3.8,0.65,4814.814814814815,1350.0,Super Built up area 1350(125.42 sq.m.),0.0,2.0,3,10.0,North,sector 90,1.0,0.0,0.0,0.0,0.0,moderately old,1.0,1350.0,,,104.0,inf
918,flat,DLF The Crest3.6,11.0,35483.87096774193,3100.0,Carpet area: 3100 (288 sq.m.),1.0,5.0,3+,7.0,North-East,sector 54,1.0,1.0,1.0,0.0,0.0,relatively new,0.0,,,3100.0032,56.0,3100.0
919,flat,DLF Regal Gardens3.9,1.26,7403.055229142185,1702.0,Super Built up area 1702(158.12 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),0.0,3.0,3,6.0,North-East,sector 90,0.0,0.0,0.0,1.0,0.0,relatively new,1.0,1702.0,,1500.0,35.0,inf
920,flat,DLF Regal Gardens3.9,1.8,7223.113964686999,2492.0,Super Built up area 2215(205.78 sq.m.),1.0,4.0,3+,7.0,South-West,sector 90,,,,,,moderately old,0.0,2215.0,,,51.0,2492.0
921,flat,M3M Golfestate4.4,5.9,17481.48148148148,3375.0,Super Built up area 3363(312.43 sq.m.),0.0,3.0,3,18.0,North,sector 65,1.0,1.0,0.0,0.0,0.0,relatively new,0.0,3363.0,,,107.0,inf
922,flat,Bestech Park View City 23.9,2.9,12169.534200587495,2383.0,Super Built up area 2383(221.39 sq.m.),1.0,4.0,3+,5.0,South-West,sector 49,0.0,1.0,0.0,0.0,0.0,moderately old,0.0,2383.0,,,155.0,2383.0
923,flat,DLF The Skycourt4.2,1.59,8242.612752721618,1929.0,Super Built up area 1929(179.21 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1548 sq.ft. (143.81 sq.m.),0.0,3.0,3,17.0,East,sector 86,0.0,0.0,0.0,1.0,0.0,relatively new,1.0,1929.0,1700.0,1548.0,228.0,inf
924,flat,DLF The Ultima4.0,2.21,10365.853658536584,2132.0,Super Built up area 2132(198.07 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),1.0,3.0,3+,3.0,South,sector 81,0.0,1.0,0.0,0.0,0.0,relatively new,2.0,2132.0,,1650.0,171.0,2132.0
925,flat,Emaar Palm Gardens4.1,1.48,7789.473684210527,1900.0,Super Built up area 1900(176.52 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),0.0,3.0,3,7.0,East,sector 83,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,1900.0,,1240.04,86.0,inf
926,flat,Experion The Heartsong3.9,0.98,13351.49863760218,734.0,Super Built up area 1283(119.19 sq.m.)Built Up area: 978.23 sq.ft. (90.88 sq.m.)Carpet area: 734.43 sq.ft. (68.23 sq.m.),0.0,3.0,3,4.0,East,sector 108,1.0,0.0,0.0,0.0,0.0,relatively new,0.0,1283.0,978.23,734.43,166.0,inf
927,flat,Shapoorji Pallonji Joyville Gurugram4.0,2.04,14068.96551724138,1450.0,Super Built up area 1852(172.06 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3.0,3.0,3+,1.0,South,sector 102,,,,,,relatively new,0.0,1852.0,,1450.0,92.0,483.3333333333333
928,flat,Orris Aster Court Premier,1.5,5859.375,2560.0,Super Built up area 2560(237.83 sq.m.)Built Up area: 2017 sq.ft. (187.39 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),1.0,5.0,3+,6.0,West,sector 85,0.0,1.0,0.0,0.0,0.0,new,1.0,2560.0,2017.0,1800.0,35.0,2560.0
929,flat,Orris Aster Court Premier,1.49,5820.3125,2560.0,Super Built up area 2560(237.83 sq.m.)Built Up area: 2017 sq.ft. (187.39 sq.m.)Carpet area: 1890 sq.ft. (175.59 sq.m.),0.0,5.0,3+,10.0,East,sector 85,0.0,1.0,0.0,0.0,0.0,relatively new,1.0,2560.0,2017.0,1890.0,115.0,inf
930,flat,Orris Aster Court Premier,1.2,5660.377358490566,2120.0,Super Built up area 2120(196.95 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),0.0,4.0,2,6.0,North-East,sector 85,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,2120.0,1650.0,1550.0,35.0,inf
931,flat,Shree Vardhman Flora3.8,0.86,6254.545454545455,1375.0,Super Built up area 1950(181.16 sq.m.)Built Up area: 1525 sq.ft. (141.68 sq.m.)Carpet area: 1375 sq.ft. (127.74 sq.m.),,4.0,3,,North,sector 90,0.0,1.0,0.0,0.0,0.0,relatively new,1.0,1950.0,1525.0,1375.0,115.0,
932,flat,Orris Carnation Residency3.7,0.895,4531.645569620253,1975.0,Super Built up area 1975(183.48 sq.m.)Built Up area: 1575 sq.ft. (146.32 sq.m.)Carpet area: 1435 sq.ft. (133.32 sq.m.),0.0,4.0,3,8.0,East,sector 85,,,,,,moderately old,1.0,1975.0,1575.0,1435.0,47.0,inf
933,flat,Saan Verdante,2.0,10178.117048346056,1965.0,Super Built up area 1965(182.55 sq.m.)Carpet area: 1935 sq.ft. (179.77 sq.m.),1.0,4.0,3+,5.0,North,sector 95,0.0,1.0,0.0,0.0,0.0,new,0.0,1965.0,,1935.0,56.0,1965.0
934,flat,Tulip Violet4.2,1.85,9203.980099502489,2010.0,Super Built up area 2010(186.74 sq.m.),0.0,4.0,2,14.0,North-East,sector 69,,,,,,relatively new,1.0,2010.0,,,220.0,inf
935,flat,Puri Emerald Bay3.7,2.65,15005.662514156284,1766.0,Super Built up area 2450(227.61 sq.m.)Carpet area: 1765.73 sq.ft. (164.04 sq.m.),0.0,4.0,3,15.0,North-East,sector 104,0.0,1.0,0.0,0.0,0.0,relatively new,1.0,2450.0,,1765.73,237.0,inf
936,flat,Emaar Gurgaon Greens4.1,1.5,9090.90909090909,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),0.0,3.0,3,7.0,West,sector 102,0.0,0.0,1.0,0.0,0.0,relatively new,1.0,1650.0,,1022.58,245.0,inf
937,flat,ATS Kocoon,1.75,10028.65329512894,1745.0,Super Built up area 1745(162.12 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),0.0,3.0,3,10.0,North-East,sector 109,0.0,0.0,1.0,0.0,0.0,relatively new,1.0,1745.0,1550.0,1250.0,56.0,inf
938,flat,Puri Emerald Bay3.7,1.32,8516.129032258064,1550.0,Super Built up area 1550(144 sq.m.),0.0,2.0,2,10.0,North-East,sector 104,,,,,,relatively new,0.0,1550.0,,,184.0,inf
939,flat,Vatika City Homes3.9,0.8,6060.606060606061,1320.0,Super Built up area 1320(122.63 sq.m.),0.0,2.0,2,8.0,East,sector 83,0.0,0.0,0.0,0.0,1.0,moderately old,0.0,1320.0,,,43.0,inf
940,flat,Experion The Heartsong3.9,1.2,6825.938566552901,1758.0,Super Built up area 1758(163.32 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),0.0,2.0,3+,11.0,North-East,sector 108,0.0,1.0,1.0,0.0,0.0,relatively new,1.0,1758.0,1550.0,1400.0,245.0,inf
941,flat,Pioneer Urban Presidia,6.5,14987.318422872951,4337.0,Super Built up area 4337(402.92 sq.m.),1.0,4.0,3+,3.0,West,sector 62,1.0,0.0,0.0,0.0,0.0,moderately old,0.0,4337.0,,,123.0,4337.0
942,flat,Paras Dews,1.17,6647.727272727273,1760.0,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),0.0,4.0,3+,12.0,West,sector 106,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,1760.0,1186.0,1130.0,56.0,inf
943,flat,Paras Dews,1.15,6052.631578947368,1900.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1305 sq.ft. (121.24 sq.m.)Carpet area: 1173 sq.ft. (108.98 sq.m.),1.0,4.0,3,5.0,North-West,sector 106,1.0,1.0,0.0,0.0,0.0,relatively new,0.0,1900.0,1305.0,1173.0,56.0,1900.0
944,flat,La Vida by Tata Housing,2.48,14090.90909090909,1760.0,Super Built up area 2217(205.97 sq.m.)Built Up area: 1980 sq.ft. (183.95 sq.m.)Carpet area: 1760 sq.ft. (163.51 sq.m.),0.0,3.0,3+,8.0,,sector 113,0.0,1.0,0.0,0.0,0.0,new,0.0,2217.0,1980.0,1760.0,92.0,inf
945,flat,Shri Banke Bihari Society3.8,1.35,9642.857142857143,1400.0,Super Built up area 1500(139.35 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),1.0,3.0,3+,4.0,,sector 56,0.0,0.0,0.0,1.0,0.0,old,1.0,1500.0,1450.0,1400.0,237.0,1400.0
946,flat,Indiabulls Centrum Park3.7,1.15,8679.245283018869,1325.0,Super Built up area 1325(123.1 sq.m.)Carpet area: 865 sq.ft. (80.36 sq.m.),0.0,2.0,3,10.0,North-East,sector 103,1.0,0.0,0.0,0.0,0.0,relatively new,1.0,1325.0,,865.0,237.0,inf
947,flat,Sobha City,2.95,14727.90813779331,2003.0,Super Built up area 2003(186.08 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),0.0,4.0,2,12.0,East,sector 108,,,,,,relatively new,0.0,2003.0,1600.0,1400.0,56.0,inf
948,flat,M3M Merlin3.7,3.4,14418.99915182358,2358.0,Super Built up area 2358(219.07 sq.m.),0.0,4.0,3,17.0,North,sector 67,0.0,1.0,0.0,0.0,0.0,relatively new,1.0,2358.0,,,237.0,inf
949,flat,M3M Merlin3.7,2.8,13671.875,2048.0,Super Built up area 2048(190.27 sq.m.),2.0,3.0,3,2.0,East,sector 67,0.0,0.0,0.0,0.0,1.0,relatively new,2.0,2048.0,,,245.0,1024.0
950,flat,ATS Kocoon,2.15,10262.52983293556,2095.0,Super Built up area 2095(194.63 sq.m.),0.0,4.0,3,9.0,North,sector 109,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,2095.0,,,136.0,inf
951,flat,Shapoorji Pallonji Joyville Gurugram4.0,1.76,10226.612434631028,1721.0,Super Built up area 1692(157.19 sq.m.),3.0,3.0,3,1.0,North-East,sector 102,,,,,,relatively new,0.0,1692.0,,,131.0,573.6666666666666
952,flat,Puri Diplomatic Greens4.0,3.45,11694.915254237289,2950.0,Super Built up area 2950(274.06 sq.m.),0.0,5.0,3+,10.0,North,sector 111,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,2950.0,,,140.0,inf
953,flat,Indiabulls Enigma,3.3,9850.746268656716,3350.0,Super Built up area 3350(311.23 sq.m.),1.0,5.0,3,7.0,East,sector 110,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,3350.0,,,147.0,3350.0
954,flat,ATS Triumph3.9,1.75,7641.921397379912,2290.0,Super Built up area 2290(212.75 sq.m.),0.0,4.0,3+,11.0,South-East,sector 104,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,2290.0,,,158.0,inf
955,flat,ATS Triumph3.9,2.78,8825.396825396825,3150.0,Super Built up area 3150(292.64 sq.m.),0.0,4.0,3+,11.0,South,sector 104,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,3150.0,,,158.0,inf
956,flat,Paras Dews,1.42,6029.723991507431,2355.0,Super Built up area 2355(218.79 sq.m.),0.0,6.0,3+,11.0,North-East,sector 106,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,2355.0,,,191.0,inf
957,flat,Shapoorji Pallonji Joyville Gurugram4.0,2.4,10544.815465729347,2276.0,Super Built up area 2162(200.86 sq.m.),0.0,4.0,3+,15.0,North-East,sector 102,,,,,,relatively new,0.0,2162.0,,,148.0,inf
958,flat,Experion The Heartsong3.9,2.28,8204.390068369916,2779.0,Super Built up area 2779(258.18 sq.m.),0.0,5.0,3+,8.0,North,sector 108,,,,,,relatively new,0.0,2779.0,,,149.0,inf
959,flat,Sobha City,1.9,13758.146270818248,1381.0,Super Built up area 1381(128.3 sq.m.),0.0,2.0,2,8.0,East,sector 108,,,,,,relatively new,0.0,1381.0,,,133.0,inf
960,flat,Sobha City,3.25,15685.328185328186,2072.0,Super Built up area 2072(192.5 sq.m.),0.0,3.0,3,12.0,North,sector 108,,,,,,relatively new,0.0,2072.0,,,138.0,inf
961,flat,SBTL Caladium,1.6,6286.836935166994,2545.0,Super Built up area 2545(236.44 sq.m.),0.0,3.0,3,9.0,North,sector 109,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,2545.0,,,105.0,inf
962,flat,ATS Triumph3.9,4.45,6846.153846153846,6500.0,Carpet area: 6500 (603.87 sq.m.),0.0,5.0,3+,27.0,North,sector 104,,,,,,relatively new,0.0,,,6499.996293,149.0,inf
963,flat,M3M Woodshire4.0,0.82,6002.928257686675,1366.0,Super Built up area 1366(126.91 sq.m.),0.0,2.0,3+,7.0,North-East,sector 107,,,,,,relatively new,0.0,1366.0,,,159.0,inf
964,flat,Signature Global Solera3.7,0.5,7751.937984496124,645.0,Carpet area: 645 (59.92 sq.m.),0.0,2.0,2,6.0,South-East,sector 107,0.0,0.0,0.0,1.0,0.0,relatively new,0.0,,,644.972888,22.0,inf
965,flat,Signature Global Solera3.7,0.52,8062.015503875969,645.0,Carpet area: 645 (59.92 sq.m.),1.0,2.0,2,5.0,East,sector 107,0.0,0.0,0.0,1.0,0.0,relatively new,0.0,,,644.972888,22.0,645.0
966,flat,Signature Global Solera3.7,0.28,5725.97137014315,489.0,Carpet area: 489 (45.43 sq.m.),0.0,2.0,2,6.0,West,sector 107,,,,,,relatively new,0.0,,,489.003977,69.0,inf
967,flat,Signature Global Solera3.7,0.29,5930.470347648262,489.0,Carpet area: 489 (45.43 sq.m.),1.0,2.0,2,3.0,East,sector 107,,,,,,relatively new,0.0,,,489.003977,69.0,489.0
968,flat,Experion The Heartsong3.9,0.97,9238.09523809524,1050.0,Carpet area: 1050 (97.55 sq.m.),0.0,2.0,3,10.0,North-East,sector 108,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,,,1050.018445,221.0,inf
969,flat,M3M Woodshire4.0,0.8,5856.515373352855,1366.0,Super Built up area 1366(126.91 sq.m.),0.0,2.0,3+,7.0,North-East,sector 107,,,,,,relatively new,1.0,1366.0,,,228.0,inf
970,flat,Emaar Gurgaon Greens4.1,1.45,14173.998044965789,1023.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),0.0,3.0,3,10.0,North-East,sector 102,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,1650.0,,1022.58,228.0,inf
971,flat,Pareena Coban Residences,1.1,7096.774193548387,1550.0,Super Built up area 1550(144 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),0.0,2.0,3,9.0,North-East,sector 99a,1.0,0.0,0.0,0.0,0.0,new,0.0,1550.0,,1200.0,116.0,inf
972,flat,Ireo The Corridors,1.4,9433.962264150943,1484.0,Super Built up area 1484(137.87 sq.m.)Carpet area: 860 sq.ft. (79.9 sq.m.),0.0,2.0,2,8.0,North,sector 67a,1.0,0.0,0.0,1.0,0.0,relatively new,0.0,1484.0,,860.0,106.0,inf
973,flat,Tulip Violet4.2,1.42,8998.73257287706,1578.0,Super Built up area 1578(146.6 sq.m.),0.0,3.0,2,8.0,East,sector 69,0.0,0.0,1.0,0.0,0.0,relatively new,1.0,1578.0,,,110.0,inf
974,flat,DLF The Primus3.9,2.95,11451.863354037268,2576.0,Super Built up area 2576(239.32 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),0.0,5.0,3+,10.0,North-East,sector 82a,0.0,1.0,0.0,0.0,0.0,relatively new,2.0,2576.0,,1700.0,237.0,inf
