property_type,society,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,sector,Study Room,Servant Room,Pooja Room,Others,Store Room,possession_category,furnishingType,super_builtup_area,builtup_area,carpet_area,luxury_score
flat,Adani M2K Oyster Grande3.9,1.8,9528.0,1889.0,Super Built up area 1889(175.49 sq.m.),3.0,4.0,3,17.0,South-East,sector 102,0.0,1.0,0.0,0.0,0.0,relatively new,0,1889.0,,,56
flat,Shapoorji Pallonji Joyville Gurugram4.0,1.75,15514.0,1128.0,Super Built up area 1852(172.06 sq.m.)Carpet area: 1128 sq.ft. (104.79 sq.m.),3.0,3.0,3+,1.0,East,sector 102,,,,,,relatively new,0,1852.0,,1128,49
flat,Shapoorji Pallonji Joyville Gurugram4.0,1.2,14563.0,824.0,Super Built up area 1359(126.26 sq.m.)Carpet area: 824 sq.ft. (76.55 sq.m.),2.0,2.0,3,,North-East,sector 102,,,,,,relatively new,0,1359.0,,824,56
flat,Emaar Gurgaon Greens4.1,1.52,9212.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3.0,3.0,3,7.0,North-West,sector 102,0.0,1.0,0.0,0.0,0.0,relatively new,1,1650.0,,1022.58,184
flat,Kiran Residency,1.55,6888.0,2250.0,Super Built up area 2250(209.03 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),3.0,3.0,3+,5.0,North,sector 56,0.0,1.0,1.0,0.0,0.0,moderately old,1,2250.0,1900.0,1750,115
flat,DLF The Ultima4.0,2.4,11412.0,2103.0,Super Built up area 2103(195.38 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3.0,3.0,3+,12.0,North-East,sector 81,0.0,1.0,0.0,0.0,0.0,relatively new,2,2103.0,1650.0,1257,56
flat,DLF The Ultima4.0,2.35,11174.0,2103.0,Super Built up area 2103(195.38 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3.0,3.0,3+,14.0,South,sector 81,1.0,1.0,1.0,1.0,0.0,relatively new,2,2103.0,1550.0,1257,56
flat,DLF The Ultima4.0,2.28,10841.0,2103.0,Super Built up area 2103(195.38 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3.0,3.0,3+,14.0,East,sector 81,0.0,1.0,0.0,0.0,0.0,relatively new,2,2103.0,1750.0,1257,56
flat,SS The Coralwood3.4,1.1,4857.0,2265.0,Super Built up area 1750(162.58 sq.m.),3.0,3.0,2,9.0,North,sector 84,,,,,,relatively new,0,1750.0,,,97
flat,DLF The Ultima4.0,2.3,10936.0,2103.0,Super Built up area 2103(195.38 sq.m.)Built Up area: 1617 sq.ft. (150.22 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3.0,3.0,3+,19.0,East,sector 81,1.0,1.0,1.0,1.0,0.0,relatively new,2,2103.0,1617.0,1257,56
flat,M3M Woodshire4.0,1.35,5717.0,2361.0,Super Built up area 2361(219.34 sq.m.)Built Up area: 1950 sq.ft. (181.16 sq.m.),3.0,4.0,3+,8.0,South,sector 107,0.0,1.0,0.0,0.0,0.0,relatively new,1,2361.0,1950.0,,87
flat,Puri Emerald Bay3.7,2.45,10000.0,2450.0,Super Built up area 2450(227.61 sq.m.)Carpet area: 1840 sq.ft. (170.94 sq.m.),3.0,4.0,3+,14.0,South,sector 104,0.0,1.0,0.0,0.0,0.0,relatively new,1,2450.0,,1840,69
flat,M3M Woodshire4.0,0.9,5867.0,1534.0,Super Built up area 1534(142.51 sq.m.)Carpet area: 1056 sq.ft. (98.11 sq.m.),2.0,2.0,3,8.0,South,sector 107,1.0,0.0,0.0,0.0,0.0,relatively new,1,1534.0,,1056,87
flat,Emaar MGF Emerald Floors Premier3.8,2.8,14177.0,1975.0,Carpet area: 1975 (183.48 sq.m.),4.0,4.0,3,2.0,South,sector 65,1.0,1.0,0.0,0.0,0.0,relatively new,1,,,1974.9603719999998,128
flat,Eros Wembley Estate3.9,1.4,10174.0,1376.0,Super Built up area 1376(127.83 sq.m.),3.0,3.0,2,9.0,East,sector 50,0.0,0.0,0.0,0.0,1.0,relatively new,1,1376.0,,,172
flat,Alpha Corp GurgaonOne 844.0,2.2,7586.0,2900.0,Carpet area: 2900 (269.42 sq.m.),4.0,4.0,3,10.0,South,sector 84,0.0,1.0,0.0,0.0,0.0,relatively new,0,,,2900.009938,28
flat,Deepak Minda,1.2,4528.0,2650.0,Carpet area: 2650 (246.19 sq.m.),3.0,3.0,3+,6.0,North-West,sector 1a,0.0,1.0,0.0,0.0,0.0,moderately old,0,,,2649.964541,14
flat,Indiabulls Centrum Park3.7,1.33,8580.0,1550.0,Super Built up area 1790(166.3 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3.0,3.0,3+,8.0,East,sector 103,1.0,0.0,0.0,0.0,0.0,relatively new,0,1790.0,,1550,213
flat,Imperia The Esfera,0.87,5513.0,1578.0,Super Built up area 1578(146.6 sq.m.),2.0,3.0,3+,9.0,North-East,sector 37c,1.0,0.0,0.0,0.0,0.0,new,0,1578.0,,,56
flat,SS The Leaf3.8,1.09,6666.0,1635.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1638 sq.ft. (152.18 sq.m.)Carpet area: 1635 sq.ft. (151.9 sq.m.),2.0,2.0,3,9.0,South-West,sector 85,0.0,0.0,0.0,0.0,1.0,relatively new,0,1640.0,1638.0,1635,237
flat,Emaar MGF The Palm Drive4.1,3.0,15384.0,1950.0,Super Built up area 1950(181.16 sq.m.)Built Up area: 1720 sq.ft. (159.79 sq.m.)Carpet area: 1620 sq.ft. (150.5 sq.m.),3.0,3.0,2,12.0,East,sector 66,0.0,1.0,0.0,0.0,0.0,relatively new,0,1950.0,1720.0,1620,140
flat,Emaar Palm Gardens4.1,1.75,9210.0,1900.0,Super Built up area 1900(176.52 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3.0,3.0,3+,11.0,East,sector 83,0.0,1.0,0.0,0.0,0.0,relatively new,0,1900.0,,1240.04,175
flat,Emaar Palm Gardens4.1,1.75,9210.0,1900.0,Super Built up area 1900(176.52 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3.0,3.0,3,6.0,North-West,sector 83,0.0,1.0,0.0,0.0,0.0,relatively new,1,1900.0,,1240.04,160
flat,Ireo Skyon4.0,3.8,13571.0,2800.0,Super Built up area 2800(260.13 sq.m.)Built Up area: 2791 sq.ft. (259.29 sq.m.)Carpet area: 2768 sq.ft. (257.16 sq.m.),4.0,5.0,3,15.0,East,sector 60,0.0,1.0,0.0,0.0,0.0,moderately old,1,2800.0,2791.0,2768,192
flat,DLF The Ultima4.0,3.5,11686.0,2995.0,Super Built up area 2995(278.24 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),4.0,5.0,3+,7.0,North-East,sector 81,0.0,1.0,0.0,0.0,0.0,relatively new,2,2995.0,,2200,237
flat,DLF Regal Gardens3.9,1.78,8036.0,2215.0,Super Built up area 2215(205.78 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),4.0,4.0,3+,8.0,South,sector 90,,,,,,relatively new,0,2215.0,2000.0,1650,190
flat,SS The Leaf3.8,1.08,6585.0,1640.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1125 sq.ft. (104.52 sq.m.),2.0,2.0,3,8.0,North-East,sector 85,1.0,1.0,1.0,0.0,1.0,new,1,1640.0,1200.0,1125,228
flat,SS The Leaf3.8,2.03,7230.0,2808.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2225 sq.ft. (206.71 sq.m.)Carpet area: 2175 sq.ft. (202.06 sq.m.),4.0,4.0,3+,3.0,North-East,sector 85,0.0,0.0,0.0,1.0,0.0,relatively new,0,2812.0,2225.0,2175,56
flat,SS The Leaf3.8,1.12,6453.0,1736.0,Super Built up area 1741(161.74 sq.m.)Built Up area: 1485 sq.ft. (137.96 sq.m.)Carpet area: 1335 sq.ft. (124.03 sq.m.),2.0,2.0,3,10.0,East,sector 85,0.0,0.0,0.0,1.0,0.0,relatively new,0,1741.0,1485.0,1335,56
flat,SS The Leaf3.8,2.0,6578.0,3040.0,Super Built up area 2812(261.24 sq.m.),4.0,5.0,3+,1.0,South-East,sector 85,0.0,1.0,0.0,0.0,1.0,relatively new,0,2812.0,,,146
flat,SS The Leaf3.8,1.04,5973.0,1741.0,Super Built up area 1741(161.74 sq.m.),2.0,3.0,3+,4.0,West,sector 85,0.0,0.0,0.0,0.0,1.0,relatively new,0,1741.0,,,153
flat,Orris Aster Court Premier,1.25,5896.0,2120.0,Super Built up area 2120(196.95 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3.0,4.0,2,5.0,North,sector 85,0.0,1.0,0.0,0.0,0.0,relatively new,1,2120.0,1900.0,1800,237
flat,Ireo Skyon4.0,2.05,15185.0,1350.0,Super Built up area 1524(141.58 sq.m.)Built Up area: 1520 sq.ft. (141.21 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),2.0,3.0,2,2.0,North-East,sector 60,0.0,0.0,0.0,0.0,1.0,relatively new,1,1524.0,1520.0,1350,237
flat,Tata Primanti4.1,3.19,12152.0,2625.0,Super Built up area 2625(243.87 sq.m.),4.0,5.0,3+,20.0,North,sector 72,0.0,1.0,0.0,0.0,0.0,relatively new,1,2625.0,,,223
flat,Tata Primanti4.1,3.85,13253.0,2905.0,Super Built up area 2905(269.88 sq.m.),4.0,5.0,3+,13.0,North,sector 72,0.0,1.0,0.0,0.0,0.0,relatively new,1,2905.0,,,245
flat,Tata Primanti4.1,3.2,12190.0,2625.0,Super Built up area 2625(243.87 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2550 sq.ft. (236.9 sq.m.),4.0,4.0,3+,8.0,North,sector 72,0.0,1.0,0.0,0.0,0.0,moderately old,1,2625.0,2600.0,2550,231
flat,Antriksh Heights3.7,0.885,4370.0,2025.0,Super Built up area 2025(188.13 sq.m.),3.0,3.0,3,8.0,North,sector 84,0.0,0.0,1.0,0.0,0.0,relatively new,0,2025.0,,,106
flat,Antriksh Heights3.7,0.49,4355.0,1125.0,Super Built up area 1125(104.52 sq.m.),2.0,2.0,2,16.0,East,sector 84,,,,,,relatively new,0,1125.0,,,97
flat,Shree Vardhman Victoria3.8,1.65,8461.0,1950.0,Super Built up area 1950(181.16 sq.m.),3.0,4.0,3,12.0,North,sector 70,0.0,1.0,0.0,0.0,1.0,relatively new,0,1950.0,,,94
flat,Bestech Park View Grand Spa4.3,2.35,8834.0,2660.0,Super Built up area 2660(247.12 sq.m.)Carpet area: 2354 sq.ft. (218.69 sq.m.),3.0,4.0,3+,10.0,North-West,sector 81,0.0,1.0,0.0,0.0,0.0,relatively new,0,2660.0,,2354,164
flat,Bestech Park View Ananda4.2,1.4,7734.0,1810.0,Super Built up area 1810(168.15 sq.m.)Carpet area: 1180 sq.ft. (109.63 sq.m.),3.0,3.0,3+,6.0,North-West,sector 81,,,,,,relatively new,0,1810.0,,1180,133
flat,Mapsko Royale Ville3.7,0.97,5418.0,1790.0,Super Built up area 1790(166.3 sq.m.),3.0,4.0,2,16.0,North-West,sector 82,0.0,1.0,0.0,0.0,0.0,relatively new,0,1790.0,,,124
flat,Bestech Park View Spa Next4.0,3.32,12599.0,2635.0,Super Built up area 2635(244.8 sq.m.),4.0,5.0,3+,12.0,West,sector 67,0.0,1.0,0.0,0.0,0.0,moderately old,1,2635.0,,,238
flat,Vatika Gurgaon 213.7,1.25,6313.0,1980.0,Super Built up area 1980(183.95 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,2,12.0,North,sector 83,0.0,1.0,0.0,0.0,0.0,moderately old,0,1980.0,1700.0,1400,142
flat,M3M Merlin3.7,2.8,13678.0,2047.0,Super Built up area 2047(190.17 sq.m.)Carpet area: 1880 sq.ft. (174.66 sq.m.),3.0,3.0,3,5.0,North-East,sector 67,0.0,1.0,0.0,0.0,0.0,moderately old,2,2047.0,,1880,33
flat,M3M Latitude,4.7,19747.0,2380.0,Super Built up area 2380(221.11 sq.m.)Carpet area: 1231 sq.ft. (114.36 sq.m.),3.0,3.0,3+,9.0,North-East,sector 65,0.0,1.0,1.0,0.0,0.0,relatively new,1,2380.0,,1231,51
flat,Emaar Gurgaon Greens4.1,1.3,7878.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1155 sq.ft. (107.3 sq.m.),3.0,3.0,3,7.0,North-East,sector 102,0.0,1.0,0.0,0.0,0.0,relatively new,0,1650.0,,1155,131
flat,Umang Monsoon Breeze,0.62,5004.0,1239.0,Super Built up area 1239(115.11 sq.m.)Built Up area: 1115 sq.ft. (103.59 sq.m.)Carpet area: 947 sq.ft. (87.98 sq.m.),2.0,2.0,1,7.0,South,sector 78,0.0,0.0,0.0,0.0,1.0,moderately old,0,1239.0,1115.0,947,173
flat,Umang Monsoon Breeze,0.8,4836.0,1654.0,Super Built up area 1654(153.66 sq.m.)Built Up area: 1472 sq.ft. (136.75 sq.m.)Carpet area: 1310 sq.ft. (121.7 sq.m.),3.0,2.0,2,7.0,South,sector 78,0.0,0.0,1.0,0.0,0.0,moderately old,0,1654.0,1472.0,1310,164
flat,Emaar Palm Gardens4.1,1.73,9105.0,1900.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3.0,3.0,3,5.0,West,sector 83,0.0,1.0,0.0,0.0,0.0,relatively new,1,1900.0,1600.0,1240.04,238
flat,Bestech Spa Signature,4.45,10595.0,4200.0,Super Built up area 4200(390.19 sq.m.)Built Up area: 3850 sq.ft. (357.68 sq.m.)Carpet area: 3600 sq.ft. (334.45 sq.m.),4.0,4.0,3+,8.0,South-West,sector 81,1.0,1.0,1.0,1.0,0.0,relatively new,1,4200.0,3850.0,3600,56
flat,Bestech Park View Grand Spa4.3,2.3,8646.0,2660.0,Super Built up area 2660(247.12 sq.m.)Built Up area: 2280 sq.ft. (211.82 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),3.0,4.0,3+,7.0,East,sector 81,0.0,1.0,0.0,0.0,0.0,relatively new,1,2660.0,2280.0,1950,56
flat,DLF The Ultima4.0,2.2,10461.0,2103.0,Super Built up area 2103(195.38 sq.m.)Built Up area: 1570 sq.ft. (145.86 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3.0,3.0,3+,5.0,East,sector 81,1.0,1.0,1.0,1.0,0.0,relatively new,2,2103.0,1570.0,1257,56
flat,DLF The Ultima4.0,2.12,10080.0,2103.0,Super Built up area 2103(195.38 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3.0,3.0,3+,9.0,South,sector 81,1.0,1.0,1.0,1.0,0.0,relatively new,2,2103.0,1650.0,1257,56
flat,DLF The Ultima4.0,2.25,10699.0,2103.0,Super Built up area 2103(195.38 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3.0,3.0,3+,11.0,North-East,sector 81,1.0,1.0,1.0,1.0,0.0,relatively new,2,2103.0,1600.0,1257,56
flat,Bestech Park View Sanskruti4.2,1.9,8172.0,2325.0,Super Built up area 2325(216 sq.m.)Built Up area: 1920 sq.ft. (178.37 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),4.0,4.0,3+,10.0,West,sector 92,1.0,1.0,1.0,1.0,0.0,relatively new,0,2325.0,1920.0,1750,56
flat,Bestech Spa Signature,4.4,12571.0,3500.0,Super Built up area 4200(390.19 sq.m.)Built Up area: 3700 sq.ft. (343.74 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4.0,4.0,3+,6.0,South-West,sector 81,1.0,1.0,1.0,1.0,0.0,new,2,4200.0,3700.0,3500,56
flat,AIPL The Peaceful Homes3.9,2.8,11914.0,2350.0,Super Built up area 2350(218.32 sq.m.)Carpet area: 1322 sq.ft. (122.82 sq.m.),3.0,4.0,3,22.0,North-East,sector 70a,0.0,1.0,0.0,0.0,0.0,relatively new,0,2350.0,,1322,56
flat,Ambience Creacions,4.63,14983.0,3090.0,Super Built up area 3090(287.07 sq.m.),3.0,5.0,3+,5.0,North-East,sector 22,0.0,1.0,0.0,1.0,0.0,new,0,3090.0,,,176
flat,M3M The Marina4.0,1.32,8759.0,1507.0,Super Built up area 1507(140 sq.m.),2.0,2.0,3,15.0,North-East,sector 68,1.0,0.0,0.0,0.0,0.0,relatively new,0,1507.0,,,173
flat,CHD Avenue 713.6,1.16,6655.0,1743.0,Super Built up area 1743(161.93 sq.m.),3.0,3.0,3,5.0,South-West,sector 71,0.0,1.0,0.0,0.0,0.0,moderately old,1,1743.0,,,102
flat,Signature Global Solera3.7,0.27,5521.0,489.0,Carpet area: 489 (45.43 sq.m.),2.0,2.0,2,,North-East,sector 107,,,,,,relatively new,0,,,489.00397699999996,69
flat,Signature Global Solera3.7,0.2775,5674.0,489.0,Carpet area: 489 (45.43 sq.m.),2.0,2.0,2,6.0,West,sector 107,,,,,,relatively new,0,,,489.00397699999996,69
flat,Emaar Palm Heights,1.79,8839.0,2025.0,Super Built up area 2025(188.13 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1548 sq.ft. (143.81 sq.m.),3.0,3.0,3,1.0,North-East,sector 77,0.0,1.0,0.0,0.0,0.0,new,1,2025.0,1600.0,1548,56
flat,Emaar MGF Palm Hills4.0,1.55,7948.0,1950.0,Super Built up area 1950(181.16 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1702 sq.ft. (158.12 sq.m.),4.0,4.0,3+,2.0,North-East,sector 77,1.0,1.0,0.0,0.0,0.0,relatively new,2,1950.0,1800.0,1702,56
flat,DLF The Skycourt,1.55,8035.0,1929.0,Super Built up area 1929(179.21 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3.0,3.0,3+,12.0,North-East,sector 86,0.0,0.0,0.0,1.0,0.0,relatively new,2,1929.0,1500.0,1300,229
flat,La Vida by Tata Housing,3.35,16750.0,2000.0,Super Built up area 2691(250 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3.0,4.0,3+,12.0,North-East,sector 113,1.0,1.0,0.0,0.0,0.0,new,0,2691.0,2200.0,2000,237
flat,Emaar MGF The Palm Drive4.1,3.5,16470.0,2125.0,Super Built up area 2200(204.39 sq.m.)Built Up area: 2150 sq.ft. (199.74 sq.m.)Carpet area: 2125 sq.ft. (197.42 sq.m.),3.0,4.0,3,6.0,North,sector 66,0.0,1.0,0.0,0.0,0.0,relatively new,0,2200.0,2150.0,2125,97
flat,Parsvnath Exotica3.7,4.8,16580.0,2895.0,Super Built up area 2895(268.95 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3.0,4.0,3+,8.0,North-East,sector 53,0.0,1.0,1.0,1.0,0.0,relatively new,1,2895.0,2500.0,2200,237
flat,Shree Arihant Apartment,1.5,8108.0,1850.0,Super Built up area 1850(171.87 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3.0,3.0,3+,4.0,West,sector 54,0.0,0.0,1.0,0.0,0.0,moderately old,1,1850.0,1700.0,1550,82
flat,La Vida by Tata Housing,2.78,10334.0,2690.0,Super Built up area 2690(249.91 sq.m.)Built Up area: 2350 sq.ft. (218.32 sq.m.)Carpet area: 2170 sq.ft. (201.6 sq.m.),3.0,4.0,3+,5.0,North-East,sector 113,0.0,1.0,0.0,0.0,0.0,relatively new,0,2690.0,2350.0,2170,237
flat,Mahindra Aura4.2,2.25,9266.0,2428.0,Super Built up area 2428(225.57 sq.m.)Built Up area: 2350 sq.ft. (218.32 sq.m.)Carpet area: 2050 sq.ft. (190.45 sq.m.),4.0,4.0,3+,2.0,South-West,sector 110,0.0,1.0,0.0,0.0,0.0,relatively new,0,2428.0,2350.0,2050,215
flat,AIPL The Peaceful Homes3.9,2.55,11860.0,2150.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.),3.0,3.0,3,20.0,North-East,sector 70a,0.0,1.0,1.0,1.0,0.0,new,1,2150.0,2000.0,,213
flat,Vatika Gurgaon 213.7,1.25,7812.0,1600.0,Super Built up area 2390(222.04 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),4.0,4.0,3,12.0,South-West,sector 83,0.0,1.0,0.0,0.0,0.0,moderately old,0,2390.0,,1600,150
flat,Vatika Gurgaon 213.7,0.85,8947.0,950.0,Super Built up area 1245(115.66 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),2.0,2.0,2,18.0,West,sector 83,0.0,0.0,1.0,0.0,0.0,moderately old,1,1245.0,1100.0,950,166
flat,Godrej Aria3.8,1.3,9622.0,1351.0,Super Built up area 1351(125.51 sq.m.),2.0,4.0,2,3.0,East,sector 79,,,,,,relatively new,0,1351.0,,,74
flat,Sare Green ParC Phase 3,0.75,7142.0,1050.0,Super Built up area 1326(123.19 sq.m.)Built Up area: 1298 sq.ft. (120.59 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),3.0,2.0,2,3.0,East,sector 92,,,,,,new,0,1326.0,1298.0,1050,159
flat,Ireo Victory Valley4.1,3.65,13528.0,2698.0,Super Built up area 2698(250.65 sq.m.)Built Up area: 2490 sq.ft. (231.33 sq.m.),3.0,4.0,3+,18.0,North,sector 67,0.0,1.0,1.0,0.0,0.0,relatively new,1,2698.0,2490.0,,100
flat,DLF New Town Heights 13.9,1.65,5683.0,2903.0,Super Built up area 2727(253.35 sq.m.),4.0,4.0,3+,7.0,South,sector 90,,,,,,moderately old,0,2727.0,,,155
flat,DLF New Town Heights 13.9,1.25,6476.0,1930.0,Super Built up area 1930(179.3 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,3.0,3+,17.0,South-East,sector 90,0.0,1.0,1.0,0.0,0.0,relatively new,0,1930.0,1700.0,1500,78
flat,DLF New Town Heights 13.9,1.42,4864.0,2919.0,Super Built up area 2364(219.62 sq.m.),4.0,4.0,3+,8.0,East,sector 90,0.0,1.0,0.0,0.0,1.0,moderately old,0,2364.0,,,44
flat,DLF Regal Gardens3.9,1.27,5499.0,2310.0,Super Built up area 1755(163.04 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,3+,2.0,South-West,sector 90,0.0,0.0,0.0,1.0,0.0,relatively new,0,1755.0,1500.0,1400,85
flat,DLF Regal Gardens3.9,1.65,7449.0,2215.0,Super Built up area 2215(205.78 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),4.0,4.0,3+,8.0,East,sector 90,0.0,0.0,0.0,1.0,0.0,relatively new,0,2215.0,1900.0,1700,99
flat,DLF Regal Gardens3.9,1.24,7065.0,1755.0,Super Built up area 1755(163.04 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,3+,9.0,South,sector 90,0.0,0.0,0.0,1.0,0.0,relatively new,0,1755.0,1600.0,1400,85
flat,BPTP Terra3.8,1.98,9036.0,2191.0,Super Built up area 2191(203.55 sq.m.),3.0,3.0,3+,12.0,North-East,sector 37d,1.0,0.0,0.0,0.0,0.0,new,1,2191.0,,,56
flat,Experion Windchants3.8,2.5,13888.0,1800.0,Super Built up area 2441(226.78 sq.m.)Built Up area: 1939.03 sq.ft. (180.14 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2.0,2.0,3,10.0,East,sector 112,1.0,0.0,1.0,0.0,0.0,relatively new,1,2441.0,1939.03,1800,237
flat,Emaar MGF Emerald Floors Premier3.8,2.29,13878.0,1650.0,Carpet area: 1650 (153.29 sq.m.),3.0,4.0,3+,2.0,West,sector 65,1.0,1.0,0.0,0.0,0.0,relatively new,2,,,1649.9982309999998,245
flat,M3M Merlin3.7,2.98,14557.0,2047.0,Super Built up area 2047(190.17 sq.m.),3.0,3.0,3,,North,sector 67,0.0,0.0,0.0,1.0,0.0,relatively new,1,2047.0,,,56
flat,Emaar Palm Gardens4.1,1.35,12325.0,1095.0,Super Built up area 1720(159.79 sq.m.)Carpet area: 1095.3 sq.ft. (101.76 sq.m.),3.0,3.0,3,7.0,South-West,sector 83,0.0,1.0,0.0,0.0,0.0,relatively new,0,1720.0,,1095.3,37
flat,Shri Banke Bihari Society3.8,1.37,9133.0,1500.0,Super Built up area 1500(139.35 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,3+,2.0,North-East,sector 56,0.0,0.0,0.0,1.0,0.0,old,0,1500.0,1450.0,1400,237
flat,Kiran Residency,1.55,7750.0,2000.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3.0,3.0,3+,5.0,North,sector 56,0.0,1.0,1.0,1.0,0.0,old,0,2000.0,1800.0,1700,229
flat,Vatika The Seven Lamps3.8,1.28,6819.0,1877.0,Super Built up area 1877(174.38 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,3.0,3,3.0,North,sector 82,1.0,0.0,0.0,0.0,0.0,relatively new,1,1877.0,1800.0,1500,222
flat,Shapoorji Pallonji Joyville Gurugram4.0,1.95,17285.0,1128.0,Super Built up area 1852(172.06 sq.m.)Carpet area: 1128.09 sq.ft. (104.8 sq.m.),3.0,3.0,3,12.0,North-East,sector 102,0.0,0.0,0.0,0.0,1.0,new,0,1852.0,,1128.09,94
flat,Bestech Park View Grand Spa4.3,2.35,8834.0,2660.0,Super Built up area 2660(247.12 sq.m.)Carpet area: 2356 sq.ft. (218.88 sq.m.),3.0,4.0,3+,6.0,North-East,sector 81,0.0,1.0,0.0,0.0,0.0,relatively new,1,2660.0,,2356,147
flat,M3M Golfestate4.4,5.0,18518.0,2700.0,Super Built up area 2979(276.76 sq.m.)Built Up area: 2800 sq.ft. (260.13 sq.m.)Carpet area: 2700 sq.ft. (250.84 sq.m.),3.0,3.0,3+,28.0,North-East,sector 65,0.0,1.0,1.0,0.0,0.0,relatively new,1,2979.0,2800.0,2700,228
flat,Imperia The Esfera,0.99,5500.0,1800.0,Super Built up area 1815(168.62 sq.m.),3.0,3.0,1,10.0,North-East,sector 37c,0.0,1.0,0.0,0.0,0.0,new,0,1815.0,,,56
flat,DLF New Town Heights 13.9,1.95,7150.0,2727.0,Super Built up area 2727(253.35 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),4.0,4.0,3+,24.0,North-East,sector 90,0.0,1.0,0.0,0.0,1.0,relatively new,0,2727.0,,2200,245
